Date,Temperature,Season,Consumption
04-01-2021,30.41355583,Winter,15.87492377
04-01-2021,30.41355583,Winter,15.87492377
04-01-2021,30.41355583,Winter,15.87492377
04-01-2021,30.41355583,Winter,15.87492377
04-01-2021,30.41355583,Winter,15.87492377
04-01-2021,30.41355583,Winter,15.87492377
04-01-2021,30.41355583,Winter,15.87492377
04-01-2021,30.41355583,Winter,15.87492377
04-01-2021,30.41355583,Winter,15.87492377
04-01-2021,30.41355583,Winter,15.87492377
04-01-2021,30.41355583,Winter,15.87492377
04-01-2021,30.41355583,Winter,15.87492377
04-01-2021,30.41355583,Winter,15.87492377
04-01-2021,30.41355583,Winter,15.87492377
04-01-2021,30.41355583,Winter,15.87492377
04-01-2021,30.41355583,Winter,15.87492377
04-01-2021,30.41355583,Winter,15.87492377
04-01-2021,30.41355583,Winter,15.87492377
04-01-2021,30.41355583,Winter,15.87492377
05-01-2021,27.9583723,Winter,25.78478458
05-01-2021,27.9583723,Winter,25.78478458
05-01-2021,27.9583723,Winter,25.78478458
05-01-2021,27.9583723,Winter,25.78478458
05-01-2021,27.9583723,Winter,25.78478458
05-01-2021,27.9583723,Winter,25.78478458
05-01-2021,27.9583723,Winter,25.78478458
05-01-2021,27.9583723,Winter,25.78478458
05-01-2021,27.9583723,Winter,25.78478458
05-01-2021,27.9583723,Winter,25.78478458
05-01-2021,27.9583723,Winter,25.78478458
05-01-2021,27.9583723,Winter,25.78478458
05-01-2021,27.9583723,Winter,25.78478458
05-01-2021,27.9583723,Winter,25.78478458
05-01-2021,27.9583723,Winter,25.78478458
05-01-2021,27.9583723,Winter,25.78478458
05-01-2021,27.9583723,Winter,25.78478458
05-01-2021,27.9583723,Winter,25.78478458
05-01-2021,27.9583723,Winter,25.78478458
05-01-2021,27.9583723,Winter,25.78478458
05-01-2021,27.9583723,Winter,25.78478458
05-01-2021,27.9583723,Winter,25.78478458
05-01-2021,27.9583723,Winter,25.78478458
05-01-2021,27.9583723,Winter,25.78478458
06-01-2021,35.4900191,Winter,23.97399746
06-01-2021,35.4900191,Winter,23.97399746
06-01-2021,35.4900191,Winter,23.97399746
06-01-2021,35.4900191,Winter,23.97399746
06-01-2021,35.4900191,Winter,23.97399746
06-01-2021,35.4900191,Winter,23.97399746
06-01-2021,35.4900191,Winter,23.97399746
06-01-2021,35.4900191,Winter,23.97399746
06-01-2021,35.4900191,Winter,23.97399746
06-01-2021,35.4900191,Winter,23.97399746
06-01-2021,35.4900191,Winter,23.97399746
06-01-2021,35.4900191,Winter,23.97399746
06-01-2021,35.4900191,Winter,23.97399746
06-01-2021,35.4900191,Winter,23.97399746
06-01-2021,35.4900191,Winter,23.97399746
06-01-2021,35.4900191,Winter,23.97399746
06-01-2021,35.4900191,Winter,23.97399746
06-01-2021,35.4900191,Winter,23.97399746
06-01-2021,35.4900191,Winter,23.97399746
06-01-2021,35.4900191,Winter,23.97399746
06-01-2021,35.4900191,Winter,23.97399746
06-01-2021,35.4900191,Winter,23.97399746
06-01-2021,35.4900191,Winter,23.97399746
06-01-2021,35.4900191,Winter,23.97399746
07-01-2021,22.81914953,Winter,16.37510611
07-01-2021,22.81914953,Winter,16.37510611
07-01-2021,22.81914953,Winter,16.37510611
07-01-2021,22.81914953,Winter,16.37510611
07-01-2021,22.81914953,Winter,16.37510611
07-01-2021,22.81914953,Winter,16.37510611
07-01-2021,22.81914953,Winter,16.37510611
07-01-2021,22.81914953,Winter,16.37510611
07-01-2021,22.81914953,Winter,16.37510611
07-01-2021,22.81914953,Winter,16.37510611
07-01-2021,22.81914953,Winter,16.37510611
07-01-2021,22.81914953,Winter,16.37510611
07-01-2021,22.81914953,Winter,16.37510611
07-01-2021,22.81914953,Winter,16.37510611
07-01-2021,22.81914953,Winter,16.37510611
07-01-2021,22.81914953,Winter,16.37510611
07-01-2021,22.81914953,Winter,16.37510611
07-01-2021,22.81914953,Winter,16.37510611
07-01-2021,22.81914953,Winter,16.37510611
07-01-2021,22.81914953,Winter,16.37510611
07-01-2021,22.81914953,Winter,16.37510611
07-01-2021,22.81914953,Winter,16.37510611
07-01-2021,22.81914953,Winter,16.37510611
07-01-2021,22.81914953,Winter,16.37510611
08-01-2021,39.34675604,Winter,25.23208516
08-01-2021,39.34675604,Winter,25.23208516
08-01-2021,39.34675604,Winter,25.23208516
08-01-2021,39.34675604,Winter,25.23208516
08-01-2021,39.34675604,Winter,25.23208516
08-01-2021,39.34675604,Winter,25.23208516
08-01-2021,39.34675604,Winter,25.23208516
08-01-2021,39.34675604,Winter,25.23208516
08-01-2021,39.34675604,Winter,25.23208516
08-01-2021,39.34675604,Winter,25.23208516
08-01-2021,39.34675604,Winter,25.23208516
08-01-2021,39.34675604,Winter,25.23208516
08-01-2021,39.34675604,Winter,25.23208516
08-01-2021,39.34675604,Winter,25.23208516
08-01-2021,39.34675604,Winter,25.23208516
08-01-2021,39.34675604,Winter,25.23208516
08-01-2021,39.34675604,Winter,25.23208516
08-01-2021,39.34675604,Winter,25.23208516
08-01-2021,39.34675604,Winter,25.23208516
08-01-2021,39.34675604,Winter,25.23208516
08-01-2021,39.34675604,Winter,25.23208516
08-01-2021,39.34675604,Winter,25.23208516
08-01-2021,39.34675604,Winter,25.23208516
08-01-2021,39.34675604,Winter,25.23208516
09-01-2021,37.22246016,Winter,24.97928877
09-01-2021,37.22246016,Winter,24.97928877
09-01-2021,37.22246016,Winter,24.97928877
09-01-2021,37.22246016,Winter,24.97928877
09-01-2021,37.22246016,Winter,24.97928877
09-01-2021,37.22246016,Winter,24.97928877
09-01-2021,37.22246016,Winter,24.97928877
09-01-2021,37.22246016,Winter,24.97928877
09-01-2021,37.22246016,Winter,24.97928877
09-01-2021,37.22246016,Winter,24.97928877
09-01-2021,37.22246016,Winter,24.97928877
09-01-2021,37.22246016,Winter,24.97928877
09-01-2021,37.22246016,Winter,24.97928877
09-01-2021,37.22246016,Winter,24.97928877
09-01-2021,37.22246016,Winter,24.97928877
09-01-2021,37.22246016,Winter,24.97928877
09-01-2021,37.22246016,Winter,24.97928877
09-01-2021,37.22246016,Winter,24.97928877
09-01-2021,37.22246016,Winter,24.97928877
09-01-2021,37.22246016,Winter,24.97928877
09-01-2021,37.22246016,Winter,24.97928877
09-01-2021,37.22246016,Winter,24.97928877
09-01-2021,37.22246016,Winter,24.97928877
09-01-2021,37.22246016,Winter,24.97928877
10-01-2021,32.35313965,Winter,30.75552375
10-01-2021,32.35313965,Winter,30.75552375
10-01-2021,32.35313965,Winter,30.75552375
10-01-2021,32.35313965,Winter,30.75552375
10-01-2021,32.35313965,Winter,30.75552375
10-01-2021,32.35313965,Winter,30.75552375
10-01-2021,32.35313965,Winter,30.75552375
10-01-2021,32.35313965,Winter,30.75552375
10-01-2021,32.35313965,Winter,30.75552375
10-01-2021,32.35313965,Winter,30.75552375
10-01-2021,32.35313965,Winter,30.75552375
10-01-2021,32.35313965,Winter,30.75552375
10-01-2021,32.35313965,Winter,30.75552375
10-01-2021,32.35313965,Winter,30.75552375
10-01-2021,32.35313965,Winter,30.75552375
10-01-2021,32.35313965,Winter,30.75552375
10-01-2021,32.35313965,Winter,30.75552375
10-01-2021,32.35313965,Winter,30.75552375
10-01-2021,32.35313965,Winter,30.75552375
10-01-2021,32.35313965,Winter,30.75552375
10-01-2021,32.35313965,Winter,30.75552375
10-01-2021,32.35313965,Winter,30.75552375
10-01-2021,32.35313965,Winter,30.75552375
10-01-2021,32.35313965,Winter,30.75552375
11-01-2021,20.85812381,Winter,21.81298135
11-01-2021,20.85812381,Winter,21.81298135
11-01-2021,20.85812381,Winter,21.81298135
11-01-2021,20.85812381,Winter,21.81298135
11-01-2021,20.85812381,Winter,21.81298135
11-01-2021,20.85812381,Winter,21.81298135
11-01-2021,20.85812381,Winter,21.81298135
11-01-2021,20.85812381,Winter,21.81298135
11-01-2021,20.85812381,Winter,21.81298135
11-01-2021,20.85812381,Winter,21.81298135
11-01-2021,20.85812381,Winter,21.81298135
11-01-2021,20.85812381,Winter,21.81298135
11-01-2021,20.85812381,Winter,21.81298135
11-01-2021,20.85812381,Winter,21.81298135
11-01-2021,20.85812381,Winter,21.81298135
11-01-2021,20.85812381,Winter,21.81298135
11-01-2021,20.85812381,Winter,21.81298135
11-01-2021,20.85812381,Winter,21.81298135
11-01-2021,20.85812381,Winter,21.81298135
11-01-2021,20.85812381,Winter,21.81298135
11-01-2021,20.85812381,Winter,21.81298135
11-01-2021,20.85812381,Winter,21.81298135
11-01-2021,20.85812381,Winter,21.81298135
11-01-2021,20.85812381,Winter,21.81298135
12-01-2021,34.01711299,Winter,32.78927595
12-01-2021,34.01711299,Winter,32.78927595
12-01-2021,34.01711299,Winter,32.78927595
12-01-2021,34.01711299,Winter,32.78927595
12-01-2021,34.01711299,Winter,32.78927595
12-01-2021,34.01711299,Winter,32.78927595
12-01-2021,34.01711299,Winter,32.78927595
12-01-2021,34.01711299,Winter,32.78927595
12-01-2021,34.01711299,Winter,32.78927595
12-01-2021,34.01711299,Winter,32.78927595
12-01-2021,34.01711299,Winter,32.78927595
12-01-2021,34.01711299,Winter,32.78927595
12-01-2021,34.01711299,Winter,32.78927595
12-01-2021,34.01711299,Winter,32.78927595
12-01-2021,34.01711299,Winter,32.78927595
12-01-2021,34.01711299,Winter,32.78927595
12-01-2021,34.01711299,Winter,32.78927595
12-01-2021,34.01711299,Winter,32.78927595
12-01-2021,34.01711299,Winter,32.78927595
12-01-2021,34.01711299,Winter,32.78927595
12-01-2021,34.01711299,Winter,32.78927595
12-01-2021,34.01711299,Winter,32.78927595
12-01-2021,34.01711299,Winter,32.78927595
12-01-2021,34.01711299,Winter,32.78927595
13-01-2021,38.26568682,Winter,35.73677501
13-01-2021,38.26568682,Winter,35.73677501
13-01-2021,38.26568682,Winter,35.73677501
13-01-2021,38.26568682,Winter,35.73677501
13-01-2021,38.26568682,Winter,35.73677501
13-01-2021,38.26568682,Winter,35.73677501
13-01-2021,38.26568682,Winter,35.73677501
13-01-2021,38.26568682,Winter,35.73677501
13-01-2021,38.26568682,Winter,35.73677501
13-01-2021,38.26568682,Winter,35.73677501
13-01-2021,38.26568682,Winter,35.73677501
13-01-2021,38.26568682,Winter,35.73677501
13-01-2021,38.26568682,Winter,35.73677501
13-01-2021,38.26568682,Winter,35.73677501
13-01-2021,38.26568682,Winter,35.73677501
13-01-2021,38.26568682,Winter,35.73677501
13-01-2021,38.26568682,Winter,35.73677501
13-01-2021,38.26568682,Winter,35.73677501
13-01-2021,38.26568682,Winter,35.73677501
13-01-2021,38.26568682,Winter,35.73677501
13-01-2021,38.26568682,Winter,35.73677501
13-01-2021,38.26568682,Winter,35.73677501
13-01-2021,38.26568682,Winter,35.73677501
13-01-2021,38.26568682,Winter,35.73677501
14-01-2021,30.49154135,Winter,32.10446786
14-01-2021,30.49154135,Winter,32.10446786
14-01-2021,30.49154135,Winter,32.10446786
14-01-2021,30.49154135,Winter,32.10446786
14-01-2021,30.49154135,Winter,32.10446786
14-01-2021,30.49154135,Winter,32.10446786
14-01-2021,30.49154135,Winter,32.10446786
14-01-2021,30.49154135,Winter,32.10446786
14-01-2021,30.49154135,Winter,32.10446786
14-01-2021,30.49154135,Winter,32.10446786
14-01-2021,30.49154135,Winter,32.10446786
14-01-2021,30.49154135,Winter,32.10446786
14-01-2021,30.49154135,Winter,32.10446786
14-01-2021,30.49154135,Winter,32.10446786
14-01-2021,30.49154135,Winter,32.10446786
14-01-2021,30.49154135,Winter,32.10446786
14-01-2021,30.49154135,Winter,32.10446786
14-01-2021,30.49154135,Winter,32.10446786
14-01-2021,30.49154135,Winter,32.10446786
14-01-2021,30.49154135,Winter,32.10446786
14-01-2021,30.49154135,Winter,32.10446786
14-01-2021,30.49154135,Winter,32.10446786
14-01-2021,30.49154135,Winter,32.10446786
14-01-2021,30.49154135,Winter,32.10446786
15-01-2021,27.08449644,Winter,21.8351312
15-01-2021,27.08449644,Winter,21.8351312
15-01-2021,27.08449644,Winter,21.8351312
15-01-2021,27.08449644,Winter,21.8351312
15-01-2021,27.08449644,Winter,21.8351312
15-01-2021,27.08449644,Winter,21.8351312
15-01-2021,27.08449644,Winter,21.8351312
15-01-2021,27.08449644,Winter,21.8351312
15-01-2021,27.08449644,Winter,21.8351312
15-01-2021,27.08449644,Winter,21.8351312
15-01-2021,27.08449644,Winter,21.8351312
15-01-2021,27.08449644,Winter,21.8351312
15-01-2021,27.08449644,Winter,21.8351312
15-01-2021,27.08449644,Winter,21.8351312
15-01-2021,27.08449644,Winter,21.8351312
15-01-2021,27.08449644,Winter,21.8351312
15-01-2021,27.08449644,Winter,21.8351312
15-01-2021,27.08449644,Winter,21.8351312
15-01-2021,27.08449644,Winter,21.8351312
15-01-2021,27.08449644,Winter,21.8351312
15-01-2021,27.08449644,Winter,21.8351312
15-01-2021,27.08449644,Winter,21.8351312
15-01-2021,27.08449644,Winter,21.8351312
15-01-2021,27.08449644,Winter,21.8351312
16-01-2021,22.4055469,Winter,19.62824138
16-01-2021,22.4055469,Winter,19.62824138
16-01-2021,22.4055469,Winter,19.62824138
16-01-2021,22.4055469,Winter,19.62824138
16-01-2021,22.4055469,Winter,19.62824138
16-01-2021,22.4055469,Winter,19.62824138
16-01-2021,22.4055469,Winter,19.62824138
16-01-2021,22.4055469,Winter,19.62824138
16-01-2021,22.4055469,Winter,19.62824138
16-01-2021,22.4055469,Winter,19.62824138
16-01-2021,22.4055469,Winter,19.62824138
16-01-2021,22.4055469,Winter,19.62824138
16-01-2021,22.4055469,Winter,19.62824138
16-01-2021,22.4055469,Winter,19.62824138
16-01-2021,22.4055469,Winter,19.62824138
16-01-2021,22.4055469,Winter,19.62824138
16-01-2021,22.4055469,Winter,19.62824138
16-01-2021,22.4055469,Winter,19.62824138
16-01-2021,22.4055469,Winter,19.62824138
16-01-2021,22.4055469,Winter,19.62824138
16-01-2021,22.4055469,Winter,19.62824138
16-01-2021,22.4055469,Winter,19.62824138
16-01-2021,22.4055469,Winter,19.62824138
16-01-2021,22.4055469,Winter,19.62824138
17-01-2021,35.09802208,Winter,36.07432864
17-01-2021,35.09802208,Winter,36.07432864
17-01-2021,35.09802208,Winter,36.07432864
17-01-2021,35.09802208,Winter,36.07432864
17-01-2021,35.09802208,Winter,36.07432864
17-01-2021,35.09802208,Winter,36.07432864
17-01-2021,35.09802208,Winter,36.07432864
17-01-2021,35.09802208,Winter,36.07432864
17-01-2021,35.09802208,Winter,36.07432864
17-01-2021,35.09802208,Winter,36.07432864
17-01-2021,35.09802208,Winter,36.07432864
17-01-2021,35.09802208,Winter,36.07432864
17-01-2021,35.09802208,Winter,36.07432864
17-01-2021,35.09802208,Winter,36.07432864
17-01-2021,35.09802208,Winter,36.07432864
17-01-2021,35.09802208,Winter,36.07432864
17-01-2021,35.09802208,Winter,36.07432864
17-01-2021,35.09802208,Winter,36.07432864
17-01-2021,35.09802208,Winter,36.07432864
17-01-2021,35.09802208,Winter,36.07432864
17-01-2021,35.09802208,Winter,36.07432864
17-01-2021,35.09802208,Winter,36.07432864
17-01-2021,35.09802208,Winter,36.07432864
17-01-2021,35.09802208,Winter,36.07432864
18-01-2021,37.70043702,Winter,32.0854904
18-01-2021,37.70043702,Winter,32.0854904
18-01-2021,37.70043702,Winter,32.0854904
18-01-2021,37.70043702,Winter,32.0854904
18-01-2021,37.70043702,Winter,32.0854904
18-01-2021,37.70043702,Winter,32.0854904
18-01-2021,37.70043702,Winter,32.0854904
18-01-2021,37.70043702,Winter,32.0854904
18-01-2021,37.70043702,Winter,32.0854904
18-01-2021,37.70043702,Winter,32.0854904
18-01-2021,37.70043702,Winter,32.0854904
18-01-2021,37.70043702,Winter,32.0854904
18-01-2021,37.70043702,Winter,32.0854904
18-01-2021,37.70043702,Winter,32.0854904
18-01-2021,37.70043702,Winter,32.0854904
18-01-2021,37.70043702,Winter,32.0854904
18-01-2021,37.70043702,Winter,32.0854904
18-01-2021,37.70043702,Winter,32.0854904
18-01-2021,37.70043702,Winter,32.0854904
18-01-2021,37.70043702,Winter,32.0854904
18-01-2021,37.70043702,Winter,32.0854904
18-01-2021,37.70043702,Winter,32.0854904
18-01-2021,37.70043702,Winter,32.0854904
18-01-2021,37.70043702,Winter,32.0854904
19-01-2021,22.00503488,Winter,12.61186112
19-01-2021,22.00503488,Winter,12.61186112
19-01-2021,22.00503488,Winter,12.61186112
19-01-2021,22.00503488,Winter,12.61186112
19-01-2021,22.00503488,Winter,12.61186112
19-01-2021,22.00503488,Winter,12.61186112
19-01-2021,22.00503488,Winter,12.61186112
19-01-2021,22.00503488,Winter,12.61186112
19-01-2021,22.00503488,Winter,12.61186112
19-01-2021,22.00503488,Winter,12.61186112
19-01-2021,22.00503488,Winter,12.61186112
19-01-2021,22.00503488,Winter,12.61186112
19-01-2021,22.00503488,Winter,12.61186112
19-01-2021,22.00503488,Winter,12.61186112
19-01-2021,22.00503488,Winter,12.61186112
19-01-2021,22.00503488,Winter,12.61186112
19-01-2021,22.00503488,Winter,12.61186112
19-01-2021,22.00503488,Winter,12.61186112
19-01-2021,22.00503488,Winter,12.61186112
19-01-2021,22.00503488,Winter,12.61186112
19-01-2021,22.00503488,Winter,12.61186112
19-01-2021,22.00503488,Winter,12.61186112
19-01-2021,22.00503488,Winter,12.61186112
19-01-2021,22.00503488,Winter,12.61186112
20-01-2021,35.1796911,Winter,28.43358463
20-01-2021,35.1796911,Winter,28.43358463
20-01-2021,35.1796911,Winter,28.43358463
20-01-2021,35.1796911,Winter,28.43358463
20-01-2021,35.1796911,Winter,28.43358463
20-01-2021,35.1796911,Winter,28.43358463
20-01-2021,35.1796911,Winter,28.43358463
20-01-2021,35.1796911,Winter,28.43358463
20-01-2021,35.1796911,Winter,28.43358463
20-01-2021,35.1796911,Winter,28.43358463
20-01-2021,35.1796911,Winter,28.43358463
20-01-2021,35.1796911,Winter,28.43358463
20-01-2021,35.1796911,Winter,28.43358463
20-01-2021,35.1796911,Winter,28.43358463
20-01-2021,35.1796911,Winter,28.43358463
20-01-2021,35.1796911,Winter,28.43358463
20-01-2021,35.1796911,Winter,28.43358463
20-01-2021,35.1796911,Winter,28.43358463
20-01-2021,35.1796911,Winter,28.43358463
20-01-2021,35.1796911,Winter,28.43358463
20-01-2021,35.1796911,Winter,28.43358463
20-01-2021,35.1796911,Winter,28.43358463
20-01-2021,35.1796911,Winter,28.43358463
20-01-2021,35.1796911,Winter,28.43358463
21-01-2021,20.34120973,Winter,17.29075006
21-01-2021,20.34120973,Winter,17.29075006
21-01-2021,20.34120973,Winter,17.29075006
21-01-2021,20.34120973,Winter,17.29075006
21-01-2021,20.34120973,Winter,17.29075006
21-01-2021,20.34120973,Winter,17.29075006
21-01-2021,20.34120973,Winter,17.29075006
21-01-2021,20.34120973,Winter,17.29075006
21-01-2021,20.34120973,Winter,17.29075006
21-01-2021,20.34120973,Winter,17.29075006
21-01-2021,20.34120973,Winter,17.29075006
21-01-2021,20.34120973,Winter,17.29075006
21-01-2021,20.34120973,Winter,17.29075006
21-01-2021,20.34120973,Winter,17.29075006
21-01-2021,20.34120973,Winter,17.29075006
21-01-2021,20.34120973,Winter,17.29075006
21-01-2021,20.34120973,Winter,17.29075006
21-01-2021,20.34120973,Winter,17.29075006
21-01-2021,20.34120973,Winter,17.29075006
21-01-2021,20.34120973,Winter,17.29075006
21-01-2021,20.34120973,Winter,17.29075006
21-01-2021,20.34120973,Winter,17.29075006
21-01-2021,20.34120973,Winter,17.29075006
21-01-2021,20.34120973,Winter,17.29075006
22-01-2021,39.34109836,Winter,39.41924898
22-01-2021,39.34109836,Winter,39.41924898
22-01-2021,39.34109836,Winter,39.41924898
22-01-2021,39.34109836,Winter,39.41924898
22-01-2021,39.34109836,Winter,39.41924898
22-01-2021,39.34109836,Winter,39.41924898
22-01-2021,39.34109836,Winter,39.41924898
22-01-2021,39.34109836,Winter,39.41924898
22-01-2021,39.34109836,Winter,39.41924898
22-01-2021,39.34109836,Winter,39.41924898
22-01-2021,39.34109836,Winter,39.41924898
22-01-2021,39.34109836,Winter,39.41924898
22-01-2021,39.34109836,Winter,39.41924898
22-01-2021,39.34109836,Winter,39.41924898
22-01-2021,39.34109836,Winter,39.41924898
22-01-2021,39.34109836,Winter,39.41924898
22-01-2021,39.34109836,Winter,39.41924898
22-01-2021,39.34109836,Winter,39.41924898
22-01-2021,39.34109836,Winter,39.41924898
22-01-2021,39.34109836,Winter,39.41924898
22-01-2021,39.34109836,Winter,39.41924898
22-01-2021,39.34109836,Winter,39.41924898
22-01-2021,39.34109836,Winter,39.41924898
22-01-2021,39.34109836,Winter,39.41924898
23-01-2021,32.30116041,Winter,16.42368834
23-01-2021,32.30116041,Winter,16.42368834
23-01-2021,32.30116041,Winter,16.42368834
23-01-2021,32.30116041,Winter,16.42368834
23-01-2021,32.30116041,Winter,16.42368834
23-01-2021,32.30116041,Winter,16.42368834
23-01-2021,32.30116041,Winter,16.42368834
23-01-2021,32.30116041,Winter,16.42368834
23-01-2021,32.30116041,Winter,16.42368834
23-01-2021,32.30116041,Winter,16.42368834
23-01-2021,32.30116041,Winter,16.42368834
23-01-2021,32.30116041,Winter,16.42368834
23-01-2021,32.30116041,Winter,16.42368834
23-01-2021,32.30116041,Winter,16.42368834
23-01-2021,32.30116041,Winter,16.42368834
23-01-2021,32.30116041,Winter,16.42368834
23-01-2021,32.30116041,Winter,16.42368834
23-01-2021,32.30116041,Winter,16.42368834
23-01-2021,32.30116041,Winter,16.42368834
23-01-2021,32.30116041,Winter,16.42368834
23-01-2021,32.30116041,Winter,16.42368834
23-01-2021,32.30116041,Winter,16.42368834
23-01-2021,32.30116041,Winter,16.42368834
23-01-2021,32.30116041,Winter,16.42368834
24-01-2021,31.04878118,Winter,27.76800805
24-01-2021,31.04878118,Winter,27.76800805
24-01-2021,31.04878118,Winter,27.76800805
24-01-2021,31.04878118,Winter,27.76800805
24-01-2021,31.04878118,Winter,27.76800805
24-01-2021,31.04878118,Winter,27.76800805
24-01-2021,31.04878118,Winter,27.76800805
24-01-2021,31.04878118,Winter,27.76800805
24-01-2021,31.04878118,Winter,27.76800805
24-01-2021,31.04878118,Winter,27.76800805
24-01-2021,31.04878118,Winter,27.76800805
24-01-2021,31.04878118,Winter,27.76800805
24-01-2021,31.04878118,Winter,27.76800805
24-01-2021,31.04878118,Winter,27.76800805
24-01-2021,31.04878118,Winter,27.76800805
24-01-2021,31.04878118,Winter,27.76800805
24-01-2021,31.04878118,Winter,27.76800805
24-01-2021,31.04878118,Winter,27.76800805
24-01-2021,31.04878118,Winter,27.76800805
24-01-2021,31.04878118,Winter,27.76800805
24-01-2021,31.04878118,Winter,27.76800805
24-01-2021,31.04878118,Winter,27.76800805
24-01-2021,31.04878118,Winter,27.76800805
24-01-2021,31.04878118,Winter,27.76800805
25-01-2021,25.91899667,Winter,27.43196022
25-01-2021,25.91899667,Winter,27.43196022
25-01-2021,25.91899667,Winter,27.43196022
25-01-2021,25.91899667,Winter,27.43196022
25-01-2021,25.91899667,Winter,27.43196022
25-01-2021,25.91899667,Winter,27.43196022
25-01-2021,25.91899667,Winter,27.43196022
25-01-2021,25.91899667,Winter,27.43196022
25-01-2021,25.91899667,Winter,27.43196022
25-01-2021,25.91899667,Winter,27.43196022
25-01-2021,25.91899667,Winter,27.43196022
25-01-2021,25.91899667,Winter,27.43196022
25-01-2021,25.91899667,Winter,27.43196022
25-01-2021,25.91899667,Winter,27.43196022
25-01-2021,25.91899667,Winter,27.43196022
