Date,Total_Predicted_Consumption
2024-03-14,204.90889359981043
2024-03-15,204.30072462544572
2024-03-16,205.1224917047497
2024-03-17,203.82688679913142
2024-03-18,204.02547131357588
2024-03-19,204.65463909816904
2024-03-20,203.99938313053113
2024-03-21,204.42242404966382
2024-03-22,203.92210915651384
2024-03-23,204.86789546496925
2024-03-24,203.7085518186059
2024-03-25,204.05123090508587
2024-03-26,204.82755960362354
2024-03-27,204.3175464117361
2024-03-28,204.87886011453037
2024-03-29,204.5048839631803
2024-03-30,205.5603543810942
2024-03-31,204.48971456375347
2024-04-01,204.89632920749864
2024-04-02,205.70870439521062
2024-04-03,205.20450729981695
2024-04-04,205.7399362303055
2024-04-05,205.3078422083837
2024-04-06,206.27340867359422
2024-04-07,205.08251800007864
2024-04-08,205.34095017416672
2024-04-09,205.98055760807236
2024-04-10,205.28321154362206
2024-04-11,205.61007219756166
2024-04-12,204.9595862606124
2024-04-13,205.70302150913503
2024-04-14,204.29267102858205
2024-04-15,204.34087676644444
2024-04-16,204.7860211917738
2024-04-17,203.9162876171001
2024-04-18,204.09874659294428
2024-04-19,203.3371772529699
2024-04-20,204.00743849086544
2024-04-21,202.56552729782885
2024-04-22,202.6264783739341
2024-04-23,203.13025762121168
2024-04-24,202.36545322456024
2024-04-25,202.69832410286926
2024-04-26,202.13061612685266
2024-04-27,203.03496159668143
2024-04-28,201.86299898721506
2024-04-29,202.22436581951442
2024-04-30,203.05271510410856
2024-05-01,202.62955604486635
2024-05-02,203.3134749900855
2024-05-03,203.09814255334769
2024-05-04,204.34791736479903
2024-05-05,203.50617800662093
2024-05-06,204.17453026536145
2024-05-07,205.27903430772724
2024-05-08,205.09424667942525
2024-05-09,205.97262753751383
2024-05-10,205.9027138331794
2024-05-11,207.24486421959912
2024-05-12,206.43970320686094
2024-05-13,207.08740843655184
2024-05-14,208.11398329044982
2024-05-15,207.7953082811517
2024-05-16,208.4865211699042
2024-05-17,208.18012706871474
2024-05-18,209.24164583746085
2024-05-19,208.11792679219462
2024-05-20,208.4162779848899
2024-05-21,209.07055645987143
2024-05-22,208.3650178152479
2024-05-23,208.66348045156758
2024-05-24,207.96721160865374
2024-05-25,208.6503485903442
2024-05-26,207.1679913584875
2024-05-27,207.13511982538583
2024-05-28,207.49248805298774
2024-05-29,206.5302990610592
2024-05-30,206.61722041975315
2024-05-31,205.75815180426702
2024-06-01,206.329561155798
2024-06-02,204.78752794907479
2024-06-03,204.7466482224636
2024-06-04,205.14595387395917
2024-06-05,204.27264917828248
2024-06-06,204.49122293061308
2024-06-07,203.8013446496955
2024-06-08,204.5733578400381
2024-06-09,203.25650437069586
2024-06-10,203.4580295092427
2024-06-11,204.10931446540746
2024-06-12,203.48983337800485
2024-06-13,203.95648692505276
2024-06-14,203.50171473620884
2024-06-15,204.48919350143663
2024-06-16,203.3622490483316
2024-06-17,203.72312662612399
2024-06-18,204.49926158493412
2024-06-19,203.9673434853527
2024-06-20,204.48272279827953
2024-06-21,204.0375603189318
2024-06-22,204.99652515789327
2024-06-23,203.80516960496257
2024-06-24,204.06912618200897
2024-06-25,204.72027117725824
2024-06-26,204.0406507667868
2024-06-27,204.3917228352767
2024-06-28,203.7723193419915
2024-06-29,204.55414045434753
2024-06-30,203.18991459024494
2024-07-01,203.2923758519268
2024-07-02,203.80020945677558
2024-07-03,203.0017675517052
2024-07-04,203.26411459382365
2024-07-05,202.590812831317
2024-07-06,203.35726425059093
2024-07-07,202.01874758370974
2024-07-08,202.18930549372533
2024-07-09,202.80763525605687
2024-07-10,202.16078703493733
2024-07-11,202.61322959946767
2024-07-12,202.16469360444714
2024-07-13,203.18560733189736
2024-07-14,202.12526099605495
2024-07-15,202.59085128530123
2024-07-16,203.51355515767938
2024-07-17,203.17243194996237
2024-07-18,203.92370800881025
2024-07-19,203.758847893437
2024-07-20,205.04022070055476
2024-07-21,204.20949117716606
2024-07-22,204.86688094574006
2024-07-23,205.93744277588164
2024-07-24,205.69514131643749
2024-07-25,206.4922894456345
2024-07-26,206.31773997439393
2024-07-27,207.53263779678252
2024-07-28,206.57885965102662
2024-07-29,207.0582853383475
2024-07-30,207.89904292268278
2024-07-31,207.3795219925702
2024-08-01,207.8577058696918
2024-08-02,207.32922523815307
2024-08-03,208.16294196294075
2024-08-04,206.8091947692781
2024-08-05,206.878855846579
2024-08-06,207.30934668021908
2024-08-07,206.38841337573925
2024-08-08,206.48321877547394
2024-08-09,205.598160311728
2024-08-10,206.1102287113435
2024-08-11,204.4770452710668
2024-08-12,204.31573235078812
2024-08-13,204.56877035395837
2024-08-14,203.52764567378063
2024-08-15,203.56185025302585
2024-08-16,202.67664409395582
2024-08-17,203.2483972076293
2024-08-18,201.73264904398403
2024-08-19,201.74303931479608
2024-08-20,202.21726171108045
2024-08-21,201.44084224622355
2024-08-22,201.77629922552103
2024-08-23,201.22109173613956
2024-08-24,202.1431680348715
2024-08-25,200.98924623784234
2024-08-26,201.3639752189656
2024-08-27,202.19612101274083
2024-08-28,201.7625742173744
2024-08-29,202.4177293054986
2024-08-30,202.1516369516261
2024-08-31,203.32573543379507
2024-09-01,202.38128880135167
2024-09-02,202.918675736075
2024-09-03,203.8636712589366
2024-09-04,203.49151455079053
2024-09-05,204.15631253625938
2024-09-06,203.84918007717468
2024-09-07,204.93392356434137
2024-09-08,203.85539729529452
2024-09-09,204.2186791695154
2024-09-10,204.95521128543425
2024-09-11,204.34670286429954
2024-09-12,204.7543499091451
2024-09-13,204.17677766863613
2024-09-14,204.98551823256716
2024-09-15,203.6331583424503
2024-09-16,203.73230964246451
2024-09-17,204.22155248886094
2024-09-18,203.38915596482317
2024-09-19,203.6021332775323
2024-09-20,202.86404279539795
2024-09-21,203.5503505503889
2024-09-22,202.11649200855175
2024-09-23,202.1767872092291
2024-09-24,202.67036138083128
2024-09-25,201.88487376871745
2024-09-26,202.18561304940084
2024-09-27,201.57336793042174
2024-09-28,202.41988630519393
2024-09-29,201.17605759386083
2024-09-30,201.45096858263162
2024-10-01,202.17798058134775
2024-10-02,201.63862597597185
2024-10-03,202.19187765824034
2024-10-04,201.8321949494305
2024-10-05,202.92515445791273
2024-10-06,201.9157957642458
2024-10-07,202.40782783365654
2024-10-08,203.32984000853347
2024-10-09,202.9593122422983
2024-10-10,203.65197528228515
2024-10-11,203.39992235377454
2024-10-12,204.56727947695083
2024-10-13,203.59856378481552
2024-10-14,204.09787599952116
2024-10-15,204.99507193977013
2024-10-16,204.56970945983713
2024-10-17,205.18032392291406
2024-10-18,204.82243672980124
2024-10-19,205.86410748059058
2024-10-20,204.75416294998948
2024-10-21,205.1012530945526
2024-10-22,205.83988314909465
2024-10-23,205.25422239494574
2024-10-24,205.7072467587979
2024-10-25,205.1986235745351
2024-10-26,206.10015254340686
2024-10-27,204.86389908039936
2024-10-28,205.10117273997227
2024-10-29,205.74850165627245
2024-10-30,205.09140481591473
2024-10-31,205.49351988919804
2024-11-01,204.95449484630115
2024-11-02,205.84545663000762
2024-11-03,204.6171916866524
2024-11-04,204.87918909300998
2024-11-05,205.5656947597931
2024-11-06,204.9595756604995
2024-11-07,205.42154862278417
2024-11-08,204.94817850491611
2024-11-09,205.90745551858228
2024-11-10,204.7470829939493
2024-11-11,205.07362293231083
2024-11-12,205.818644652083
2024-11-13,205.26267261514928
2024-11-14,205.7644855069154
2024-11-15,205.31916939786893
2024-11-16,206.29373327802375
2024-11-17,205.13541735337554
2024-11-18,205.45084112679288
2024-11-19,206.1721368315351
2024-11-20,205.5808651359788
2024-11-21,206.03726655917185
2024-11-22,205.53825327527252
2024-11-23,206.45295186718351
2024-11-24,205.23093002821534
2024-11-25,205.48125709660164
2024-11-26,206.13854701147488
2024-11-27,205.48678368810596
2024-11-28,205.88848529002743
2024-11-29,205.34261497539114
2024-11-30,206.2200513458733
2024-12-01,204.9717539494632
2024-12-02,205.20777568558503
2024-12-03,205.86327221533304
2024-12-04,205.22230939379978
2024-12-05,205.64702569699318
2024-12-06,205.1355571785119
2024-12-07,206.05753761035123
2024-12-08,204.86230807515747
2024-12-09,205.15798630254613
2024-12-10,205.87754387783977
2024-12-11,205.30269001360583
2024-12-12,205.79311625491368
2024-12-13,205.3445068631981
2024-12-14,206.3241246456733
2024-12-15,205.17910360741075
2024-12-16,205.5155959204341
2024-12-17,206.26491872265456
2024-12-18,205.70749708947696
2024-12-19,206.2021555455797
2024-12-20,205.7441612676206
2024-12-21,206.7008276115413
2024-12-22,205.51980870646673
2024-12-23,205.80823249288014
2024-12-24,206.49881812443493
2024-12-25,205.8737749927666
2024-12-26,206.29403714054683
2024-12-27,205.75723804784877
2024-12-28,206.6332366375719
2024-12-29,205.3723277610399
2024-12-30,205.58428728661664
2024-12-31,206.20440059372993
2025-01-01,205.51727465956822
2025-01-02,205.88599038201482
2025-01-03,205.31000285922028
2025-01-04,206.1606029752637
2025-01-05,204.8890757428218
2025-01-06,205.1057073300869
2025-01-07,205.74579093279243
2025-01-08,205.093432545464
2025-01-09,205.51071362003296
2025-01-10,204.99561814064413
2025-01-11,205.91753673914786
2025-01-12,204.72548206423536
2025-01-13,205.02716561665497
2025-01-14,205.75508407158694
2025-01-15,205.19041364323658
2025-01-16,205.69226669857758
2025-01-17,205.25571517260556
2025-01-18,206.2473903313521
2025-01-19,205.11379001264416
2025-01-20,205.4604405675122
2025-01-21,206.21805872296983
2025-01-22,205.66650940007568
2025-01-23,206.16411153484924
2025-01-24,205.70569472780434
2025-01-25,206.6582150327966
2025-01-26,205.46906031384202
2025-01-27,205.74519225242025
2025-01-28,206.41927065551903
2025-01-29,205.7735570895188
2025-01-30,206.16915141389057
2025-01-31,205.60396605881323
2025-02-01,206.44824880883326
2025-02-02,205.15278733258208
2025-02-03,205.32794562754074
2025-02-04,205.9096812976208
2025-02-05,205.18334403644138
2025-02-06,205.512812214518
2025-02-07,204.89837561107345
2025-02-08,205.7121780202619
2025-02-09,204.40635561623682
2025-02-10,204.59202348101468
2025-02-11,205.20526096534215
2025-02-12,204.53089746550364
2025-02-13,204.93165613932516
2025-02-14,204.40606361642025
2025-02-15,205.32393882967696
2025-02-16,204.13459564458566
2025-02-17,204.44590990897805
2025-02-18,205.19039928724575
2025-02-19,204.64911469723424
2025-02-20,205.18089773011354
2025-02-21,204.78040868028202
2025-02-22,205.81373470193662
2025-02-23,204.72670908562336
2025-02-24,205.1240886337933
2025-02-25,205.93573400814478
2025-02-26,205.44058863738871
2025-02-27,205.99600769960585
2025-02-28,205.59583939613438
2025-03-01,206.6060661583307
2025-03-02,205.47313550386775
2025-03-03,205.80312688946424
2025-03-04,206.52789947206062
2025-03-05,205.92901708430733
2025-03-06,206.3670033198018
2025-03-07,205.8393309558789
2025-03-08,206.7159559420587
2025-03-09,205.44752876146694
2025-03-10,205.6444330184107
2025-03-11,206.24279998479315
2025-03-12,205.52829943366828
2025-03-13,205.86526376000216
2025-03-14,205.25455367973723
2025-03-15,206.06897963370065
2025-03-16,204.76141531675256
2025-03-17,204.94375640075967
2025-03-18,205.55287589898046
2025-03-19,204.8743786267002
2025-03-20,205.2717132244193
2025-03-21,204.74405078795286
2025-03-22,205.66174424036979
2025-03-23,204.4745041196552
2025-03-24,204.79044236155494
2025-03-25,205.54213332857884
2025-03-26,205.0104916917539
2025-03-27,205.55402220831013
2025-03-28,205.1668465358504
2025-03-29,206.21431694331883
2025-03-30,205.1413480694414
2025-03-31,205.5516136670227
2025-04-01,206.37375296140203
2025-04-02,205.88538176226132
2025-04-03,206.44245919404213
2025-04-04,206.0374114241284
2025-04-05,207.03481902078497
2025-04-06,205.8797964981188
2025-04-07,206.1772091128038
2025-04-08,206.8578704512576
2025-04-09,206.2025156833488
2025-04-10,206.57110192958476
2025-04-11,205.96083854187222
2025-04-12,206.741756159259
2025-04-13,205.36494607964715
2025-04-14,205.44161867329922
2025-04-15,205.90912861774538
2025-04-16,205.05476653576957
2025-04-17,205.24487352328285
2025-04-18,204.48268660055385
2025-04-19,205.14372922642855
2025-04-20,203.68388358880358
2025-04-21,203.71829831353745
2025-04-22,204.1872838884367
2025-04-23,203.3799993672408
2025-04-24,203.6634901708691
2025-04-25,203.04048759409181
2025-04-26,203.88478589496992
2025-04-27,202.6493345224613
2025-04-28,202.94519903778695
2025-04-29,203.70754200336566
2025-04-30,203.21942546511116
2025-05-01,203.84099203543036
2025-05-02,203.5674315754231
2025-05-03,204.76454503881857
2025-05-04,203.8770381278753
2025-05-05,204.50769295466498
2025-05-06,205.58356330897956
2025-05-07,205.37998933267147
2025-05-08,206.24998279087572
2025-05-09,206.18238429401958
2025-05-10,207.53759872054962
2025-05-11,206.75603666144767
2025-05-12,207.43740587282866
2025-05-13,208.50699487500654
2025-05-14,208.239741880918
2025-05-15,208.9896385520777
2025-05-16,208.74786922133632
2025-05-17,209.8784921209549
2025-05-18,208.82679172657564
2025-05-19,209.198448463119
2025-05-20,209.92567108278618
2025-05-21,209.29108889782884
2025-05-22,209.656958086127
2025-05-23,209.02308802010918
2025-05-24,209.76229991445425
2025-05-25,208.32855294652646
2025-05-26,208.3358902577877
2025-05-27,208.72435625546305
2025-05-28,207.78368828230597
2025-05-29,207.8823423683881
2025-05-30,207.02526396734754
2025-05-31,207.58922023996334
2025-06-01,206.0308325012934
2025-06-02,205.96546379727096
2025-06-03,206.33311460964163
2025-06-04,205.4221303121457
2025-06-05,205.59827960480493
2025-06-06,204.8626133110996
2025-06-07,205.58691759371976
2025-06-08,204.22189677706794
2025-06-09,204.37623648829765
2025-06-10,204.9826951543731
2025-06-11,204.32202194778245
2025-06-12,204.75225446371815
2025-06-13,204.26679932272413
2025-06-14,205.23010349125818
2025-06-15,204.08604534907778
2025-06-16,204.43719033440735
2025-06-17,205.21105376776384
2025-06-18,204.68416410942643
2025-06-19,205.21147583165626
2025-06-20,204.78453185085803
2025-06-21,205.76718100917603
2025-06-22,204.60397834329996
2025-06-23,204.8994127299633
2025-06-24,205.58410532510254
2025-06-25,204.93877390342132
2025-06-26,205.3235151155179
2025-06-27,204.73580834898638
2025-06-28,205.5460512241864
2025-06-29,204.20575967619732
2025-06-30,204.3265829513095
2025-07-01,204.84628303738793
2025-07-02,204.05247992791215
2025-07-03,204.31172104258002
2025-07-04,203.62728463049342
2025-07-05,204.37453298597092
2025-07-06,203.00895372264083
2025-07-07,203.14504407244846
2025-07-08,203.72219157903018
2025-07-09,203.0283555368622
2025-07-10,203.4291094673866
2025-07-11,202.9254553856954
2025-07-12,203.88922554695304
2025-07-13,202.77120871089443
2025-07-14,203.18015364970586
2025-07-15,204.04880005485106
2025-07-16,203.65773709685456
2025-07-17,204.3646450620597
2025-07-18,204.16232531902983
2025-07-19,205.4143283224632
2025-07-20,204.56331039869468
2025-07-21,205.2102656069778
2025-07-22,206.28077644439
2025-07-23,206.0490774826779
2025-07-24,206.86748159066872
2025-07-25,206.72456878117242
2025-07-26,207.9809428795213
2025-07-27,207.07768307665273
2025-07-28,207.61563391243095
2025-07-29,208.5216757184085
2025-07-30,208.07276892866435
2025-07-31,208.6253223104216
2025-08-01,208.1732866188753
2025-08-02,209.08378136533156
2025-08-03,207.80538521070193
2025-08-04,207.94723784088603
2025-08-05,208.44510040544355
2025-08-06,207.58517358195436
2025-08-07,207.73322941600804
2025-08-08,206.89246481516628
2025-08-09,207.43889085922316
2025-08-10,205.82939483269504
2025-08-11,205.68062897441692
2025-08-12,205.93487874005905
2025-08-13,204.88371477372635
2025-08-14,204.896989152181
2025-08-15,203.98058735379195
2025-08-16,204.51175275274497
2025-08-17,202.94712217765388
2025-08-18,202.90162711618592
2025-08-19,203.31441288963973
2025-08-20,202.47257848015136
2025-08-21,202.74029506526432
2025-08-22,202.11671128079843
2025-08-23,202.97145775796264
2025-08-24,201.75288451639133
2025-08-25,202.06718027449676
2025-08-26,202.84452007247464
2025-08-27,202.36303771880287
2025-08-28,202.9781748708197
2025-08-29,202.68080862565327
2025-08-30,203.83296429021075
2025-08-31,202.87624146178237
2025-09-01,203.4110976040924
2025-09-02,204.36313134072512
2025-09-03,204.0071586159723
2025-09-04,204.6966310710989
2025-09-05,204.42179700821595
2025-09-06,205.54541109801045
2025-09-07,204.5111214474181
2025-09-08,204.92267967079158
2025-09-09,205.71011857038533
2025-09-10,205.15369381008003
2025-09-11,205.61314291667213
2025-09-12,205.08566660185758
2025-09-13,205.9414436819764
2025-09-14,204.63181368553856
2025-09-15,204.76827846337378
2025-09-16,205.28847311639487
2025-09-17,204.4799082133335
2025-09-18,204.70904194630276
2025-09-19,203.97909211177804
2025-09-20,204.66540353831914
2025-09-21,203.2235087308674
2025-09-22,203.26803596788415
2025-09-23,203.73861725744655
2025-09-24,202.9235993382911
2025-09-25,203.1891166875684
2025-09-26,202.53693584083442
2025-09-27,203.33988519633243
2025-09-28,202.05000581030592
2025-09-29,202.2775744179588
2025-09-30,202.9571474418226
2025-10-01,202.3714249987556
2025-10-02,202.88048928855923
2025-10-03,202.47982182269016
2025-10-04,203.53590869200366
2025-10-05,202.4945644240137
2025-10-06,202.9601208662443
2025-10-07,203.86162535178494
2025-10-08,203.47684306915167
2025-10-09,204.16161445717887
2025-10-10,203.90796914129032
2025-10-11,205.07980336249383
2025-10-12,204.12124994933447
2025-10-13,204.6358865469844
2025-10-14,205.5529264224339
2025-10-15,205.15118760063794
2025-10-16,205.78839271680815
2025-10-17,205.45920333932875
2025-10-18,206.53079854868267
2025-10-19,205.45113015901643
2025-10-20,205.828004028351
2025-10-21,206.59513578671604
2025-10-22,206.03598090241368
2025-10-23,206.51289566626235
2025-10-24,206.02503694713215
2025-10-25,206.94381438732893
2025-10-26,205.7210309803075
2025-10-27,205.96786460470952
2025-10-28,206.6208414588376
2025-10-29,205.96560334790036
2025-10-30,206.366026803058
2025-10-31,205.82210262113696
2025-11-01,206.7053895552284
2025-11-02,205.46717749681702
2025-11-03,205.71751148856814
2025-11-04,206.39122569274022
2025-11-05,205.77178693055657
2025-11-06,206.22050299729463
2025-11-07,205.73450122368104
2025-11-08,206.68228765356224
2025-11-09,205.51201868439364
2025-11-10,205.83063299241329
2025-11-11,206.56998943676285
2025-11-12,206.010807319232
2025-11-13,206.51196125595592
2025-11-14,206.0685335610945
2025-11-15,207.0474323946221
2025-11-16,205.89570591528593
2025-11-17,206.21969921052184
2025-11-18,206.95119922771144
2025-11-19,206.37136420044277
2025-11-20,206.83999051795172
2025-11-21,206.35352117442116
2025-11-22,207.28060578522044
2025-11-23,206.07034458220903
2025-11-24,206.33136569226212
2025-11-25,206.9978837314021
2025-11-26,206.35353919823808
2025-11-27,206.76057468873609
2025-11-28,206.21775512675927
2025-11-29,207.09584494020552
2025-11-30,205.8457773290016
2025-12-01,206.0776673679121
2025-12-02,206.72681904346658
2025-12-03,206.07752734022648
2025-12-04,206.4922325447482
2025-12-05,205.96943458938924
2025-12-06,206.87918045816622
2025-12-07,205.6712593585148
2025-12-08,205.9542564423493
2025-12-09,206.6616137335961
2025-12-10,206.07549750172686
2025-12-11,206.5560270043081
2025-12-12,206.09926988012967
2025-12-13,207.07281446355842
2025-12-14,205.92405085199854
2025-12-15,206.25930861150005
2025-12-16,207.00999694769683
2025-12-17,206.45654391209658
2025-12-18,206.95768714470714
2025-12-19,206.50851933851672
2025-12-20,207.47609699457774
2025-12-21,206.30774304710715
2025-12-22,206.61019048131425
2025-12-23,207.31571252383682
2025-12-24,206.7060362520975
2025-12-25,207.14159291463966
2025-12-26,206.61950942907444
2025-12-27,207.5091513564636
2025-12-28,206.2603500554427
2025-12-29,206.48246358837116
2025-12-30,8.638493236246479
