Datetime,Temperature
04-01-2021 22:00,32.1892203
04-01-2021 23:00,36.69686642
05-01-2021 00:00,36.15976362
05-01-2021 01:00,34.88611354
05-01-2021 02:00,43.46062685
05-01-2021 03:00,38.71184534
05-01-2021 04:00,38.04004276
05-01-2021 05:00,33.15953311
05-01-2021 06:00,31.66817499
05-01-2021 07:00,31.77176617
05-01-2021 08:00,30.47187062
05-01-2021 09:00,33.47149251
05-01-2021 10:00,39.17459173
05-01-2021 11:00,28.3312695
05-01-2021 12:00,34.83836578
05-01-2021 13:00,28.96968683
05-01-2021 14:00,27.60552455
05-01-2021 15:00,27.48882143
05-01-2021 16:00,22.28200534
05-01-2021 17:00,25.99476266
05-01-2021 18:00,26.22906969
05-01-2021 19:00,30.48163166
05-01-2021 20:00,43.56542839
05-01-2021 21:00,24.95716445
05-01-2021 22:00,40.78864508
05-01-2021 23:00,44.1235574
06-01-2021 00:00,38.95333795
06-01-2021 01:00,24.46981578
06-01-2021 02:00,32.88837561
06-01-2021 03:00,31.42838883
06-01-2021 04:00,21.26849801
06-01-2021 05:00,32.26050632
06-01-2021 06:00,29.70322819
06-01-2021 07:00,35.17309387
06-01-2021 08:00,24.58392004
06-01-2021 09:00,38.90426153
06-01-2021 10:00,33.4196063
06-01-2021 11:00,40.78929112
06-01-2021 12:00,39.69615247
06-01-2021 13:00,25.01501837
06-01-2021 14:00,43.13832256
06-01-2021 15:00,29.69244205
06-01-2021 16:00,44.30447396
06-01-2021 17:00,25.87427548
06-01-2021 18:00,29.170468
06-01-2021 19:00,20.98176962
06-01-2021 20:00,34.29713562
06-01-2021 21:00,25.8297349
06-01-2021 22:00,27.06143393
06-01-2021 23:00,27.5393857
07-01-2021 00:00,40.40692371
07-01-2021 01:00,43.44096802
07-01-2021 02:00,39.67041467
07-01-2021 03:00,37.59441055
07-01-2021 04:00,37.99045726
07-01-2021 05:00,35.52842407
07-01-2021 06:00,43.83978872
07-01-2021 07:00,27.13331643
07-01-2021 08:00,35.44105323
07-01-2021 09:00,25.15129035
07-01-2021 10:00,28.1579992
07-01-2021 11:00,44.85851115
07-01-2021 12:00,34.32492643
07-01-2021 13:00,38.80729978
07-01-2021 14:00,32.93766738
07-01-2021 15:00,38.60549301
07-01-2021 16:00,33.43897711
07-01-2021 17:00,30.18521158
07-01-2021 18:00,37.83697808
07-01-2021 19:00,25.16287476
07-01-2021 20:00,42.35740311
07-01-2021 21:00,44.38821784
07-01-2021 22:00,40.05665733
07-01-2021 23:00,41.42989563
08-01-2021 00:00,22.68383621
08-01-2021 01:00,22.52639661
08-01-2021 02:00,20.47726298
08-01-2021 03:00,35.31521045
08-01-2021 04:00,21.03024448
08-01-2021 05:00,36.30048868
08-01-2021 06:00,31.85263273
08-01-2021 07:00,28.06759181
08-01-2021 08:00,44.34485733
08-01-2021 09:00,28.86625678
08-01-2021 10:00,35.65557279
08-01-2021 11:00,31.09876577
08-01-2021 12:00,31.44951162
08-01-2021 13:00,35.79337004
08-01-2021 14:00,31.99128828
08-01-2021 15:00,23.36814923
08-01-2021 16:00,38.47630863
08-01-2021 17:00,32.46439091
08-01-2021 18:00,27.93373199
08-01-2021 19:00,34.42497326
08-01-2021 20:00,30.55749071
08-01-2021 21:00,24.61931731
08-01-2021 22:00,21.4130715
08-01-2021 23:00,37.10379369
09-01-2021 00:00,22.58579901
09-01-2021 01:00,21.28077092
09-01-2021 02:00,35.57165562
09-01-2021 03:00,27.69455884
09-01-2021 04:00,25.18464818
09-01-2021 05:00,42.8278273
09-01-2021 06:00,20.26545319
09-01-2021 07:00,40.68118988
09-01-2021 08:00,37.58541245
09-01-2021 09:00,21.01686083
09-01-2021 10:00,37.97452696
09-01-2021 11:00,36.65687018
09-01-2021 12:00,41.27935424
09-01-2021 13:00,29.79344526
09-01-2021 14:00,29.82122634
09-01-2021 15:00,27.93968251
09-01-2021 16:00,21.58347305
09-01-2021 17:00,43.39050781
09-01-2021 18:00,44.43897926
09-01-2021 19:00,30.33667124
09-01-2021 20:00,41.43967408
09-01-2021 21:00,30.11780524
09-01-2021 22:00,27.80911747
09-01-2021 23:00,43.97506802
10-01-2021 00:00,36.16100514
10-01-2021 01:00,25.38652219
10-01-2021 02:00,21.49122936
10-01-2021 03:00,44.22858194
10-01-2021 04:00,25.82238801
10-01-2021 05:00,42.61904589
10-01-2021 06:00,22.45401091
10-01-2021 07:00,20.79409322
10-01-2021 08:00,31.46976066
10-01-2021 09:00,36.94253585
10-01-2021 10:00,41.81906658
10-01-2021 11:00,31.23742699
10-01-2021 12:00,37.76340793
10-01-2021 13:00,34.60148665
10-01-2021 14:00,39.63508747
10-01-2021 15:00,22.661336
10-01-2021 16:00,30.35129719
10-01-2021 17:00,30.682327
10-01-2021 18:00,37.06731515
10-01-2021 19:00,41.17813435
10-01-2021 20:00,37.7098823
10-01-2021 21:00,37.38697568
10-01-2021 22:00,21.77295656
10-01-2021 23:00,22.1872344
11-01-2021 00:00,44.35218859
11-01-2021 01:00,32.0018781
11-01-2021 02:00,44.93908497
11-01-2021 03:00,33.69323564
11-01-2021 04:00,35.98520668
11-01-2021 05:00,21.64038925
11-01-2021 06:00,39.60126818
11-01-2021 07:00,42.36047668
11-01-2021 08:00,41.37928277
11-01-2021 09:00,30.77182077
11-01-2021 10:00,35.50597339
11-01-2021 11:00,40.78177237
11-01-2021 12:00,31.0356301
11-01-2021 13:00,22.07732266
11-01-2021 14:00,28.78983788
11-01-2021 15:00,38.81342409
11-01-2021 16:00,33.2630299
11-01-2021 17:00,44.00494634
11-01-2021 18:00,23.47577016
11-01-2021 19:00,32.53846255
11-01-2021 20:00,34.08507906
11-01-2021 21:00,20.99130894
11-01-2021 22:00,25.67130051
11-01-2021 23:00,33.11987746
12-01-2021 00:00,22.8259328
12-01-2021 01:00,36.46347803
12-01-2021 02:00,37.80223684
12-01-2021 03:00,24.29187813
12-01-2021 04:00,31.84944166
12-01-2021 05:00,35.30133727
12-01-2021 06:00,26.82622713
12-01-2021 07:00,20.95743536
12-01-2021 08:00,35.03210082
12-01-2021 09:00,31.35952345
12-01-2021 10:00,43.80848662
12-01-2021 11:00,44.18645665
12-01-2021 12:00,35.77124773
12-01-2021 13:00,42.99928799
12-01-2021 14:00,40.96067238
12-01-2021 15:00,36.76183541
12-01-2021 16:00,30.96532929
12-01-2021 17:00,25.07168865
12-01-2021 18:00,28.14479048
12-01-2021 19:00,40.85161724
12-01-2021 20:00,38.29295939
12-01-2021 21:00,26.23478856
12-01-2021 22:00,36.87814448
12-01-2021 23:00,41.52477612
13-01-2021 00:00,41.03461075
13-01-2021 01:00,30.50087078
13-01-2021 02:00,26.47617843
13-01-2021 03:00,31.19789014
13-01-2021 04:00,31.63711401
13-01-2021 05:00,21.79862524
13-01-2021 06:00,21.86460172
13-01-2021 07:00,40.82397465
13-01-2021 08:00,22.97138066
13-01-2021 09:00,27.72805034
13-01-2021 10:00,39.4206174
13-01-2021 11:00,24.25088946
13-01-2021 12:00,42.17221596
13-01-2021 13:00,24.94051928
13-01-2021 14:00,30.33302618
13-01-2021 15:00,27.66758979
13-01-2021 16:00,36.58233848
13-01-2021 17:00,22.42320688
13-01-2021 18:00,20.04887146
13-01-2021 19:00,43.4011267
13-01-2021 20:00,24.04437616
13-01-2021 21:00,20.52367746
13-01-2021 22:00,31.69408787
13-01-2021 23:00,20.74452979
14-01-2021 00:00,39.57378378
14-01-2021 01:00,29.01901954
14-01-2021 02:00,37.75435619
14-01-2021 03:00,24.4166472
14-01-2021 04:00,27.90250455
14-01-2021 05:00,31.91121891
14-01-2021 06:00,30.75637983
14-01-2021 07:00,35.75844857
14-01-2021 08:00,39.04057489
14-01-2021 09:00,32.57976137
14-01-2021 10:00,34.58380016
14-01-2021 11:00,27.23721754
14-01-2021 12:00,22.98610828
14-01-2021 13:00,21.25915513
14-01-2021 14:00,40.23602591
14-01-2021 15:00,26.52386641
14-01-2021 16:00,36.73104859
14-01-2021 17:00,37.92232503
14-01-2021 18:00,33.7423018
14-01-2021 19:00,36.60421771
14-01-2021 20:00,27.50185747
14-01-2021 21:00,28.71952824
14-01-2021 22:00,29.06213433
14-01-2021 23:00,38.75485059
15-01-2021 00:00,35.41593978
15-01-2021 01:00,34.33044923
15-01-2021 02:00,22.61643952
15-01-2021 03:00,30.04050898
15-01-2021 04:00,41.60873829
15-01-2021 05:00,41.15203564
15-01-2021 06:00,22.67577747
15-01-2021 07:00,37.2853727
15-01-2021 08:00,35.22460814
15-01-2021 09:00,31.88739993
15-01-2021 10:00,22.83572591
15-01-2021 11:00,33.56350674
15-01-2021 12:00,44.00048403
15-01-2021 13:00,38.82570631
15-01-2021 14:00,21.61297354
15-01-2021 15:00,32.1613966
15-01-2021 16:00,26.35757053
15-01-2021 17:00,37.56475192
15-01-2021 18:00,28.66462319
15-01-2021 19:00,43.68358592
15-01-2021 20:00,31.24454785
15-01-2021 21:00,39.91927227
15-01-2021 22:00,39.85350884
15-01-2021 23:00,37.27793536
16-01-2021 00:00,43.66386183
16-01-2021 01:00,20.236571
16-01-2021 02:00,30.30017054
16-01-2021 03:00,20.68572105
16-01-2021 04:00,33.63396785
16-01-2021 05:00,31.10691469
16-01-2021 06:00,34.12797647
16-01-2021 07:00,31.26540194
16-01-2021 08:00,33.41732942
16-01-2021 09:00,42.37152028
16-01-2021 10:00,44.59291577
16-01-2021 11:00,38.52898134
16-01-2021 12:00,29.32225061
16-01-2021 13:00,22.56024843
16-01-2021 14:00,31.60034804
16-01-2021 15:00,43.83409913
16-01-2021 16:00,34.63431619
16-01-2021 17:00,36.78372698
16-01-2021 18:00,44.78418012
16-01-2021 19:00,25.32638276
16-01-2021 20:00,33.70666208
16-01-2021 21:00,21.59249433
16-01-2021 22:00,34.8181825
16-01-2021 23:00,31.2225582
17-01-2021 00:00,37.91563294
17-01-2021 01:00,38.31831937
17-01-2021 02:00,38.98865517
17-01-2021 03:00,31.00036402
17-01-2021 04:00,38.65787055
17-01-2021 05:00,23.88771403
17-01-2021 06:00,43.17295674
17-01-2021 07:00,44.87778715
17-01-2021 08:00,39.35172997
17-01-2021 09:00,44.04002938
17-01-2021 10:00,24.94026466
17-01-2021 11:00,39.21882104
17-01-2021 12:00,21.00952053
17-01-2021 13:00,35.98677035
17-01-2021 14:00,23.13564069
17-01-2021 15:00,32.21267452
17-01-2021 16:00,36.54149875
17-01-2021 17:00,33.62777865
17-01-2021 18:00,44.23415501
17-01-2021 19:00,41.18327625
17-01-2021 20:00,29.19865267
17-01-2021 21:00,38.01129738
17-01-2021 22:00,23.82521041
17-01-2021 23:00,37.08009041
18-01-2021 00:00,39.21596206
18-01-2021 01:00,30.22211083
18-01-2021 02:00,34.34099663
18-01-2021 03:00,24.9012619
18-01-2021 04:00,32.27179231
18-01-2021 05:00,39.55031038
18-01-2021 06:00,43.09866413
18-01-2021 07:00,36.64912691
18-01-2021 08:00,28.46416338
18-01-2021 09:00,26.83674969
18-01-2021 10:00,20.52347716
18-01-2021 11:00,44.13427566
18-01-2021 12:00,25.46562835
18-01-2021 13:00,41.67066605
18-01-2021 14:00,22.20514303
18-01-2021 15:00,29.56384142
18-01-2021 16:00,43.96844711
18-01-2021 17:00,43.84031908
18-01-2021 18:00,23.43199852
18-01-2021 19:00,38.16996888
18-01-2021 20:00,27.91146496
18-01-2021 21:00,23.42413844
18-01-2021 22:00,41.28970683
18-01-2021 23:00,39.12810149
19-01-2021 00:00,26.51093275
19-01-2021 01:00,35.23882529
19-01-2021 02:00,43.60045807
19-01-2021 03:00,38.54127853
19-01-2021 04:00,44.9364453
19-01-2021 05:00,41.63127605
19-01-2021 06:00,23.6855461
19-01-2021 07:00,31.77033262
19-01-2021 08:00,30.43486522
19-01-2021 09:00,20.51248076
19-01-2021 10:00,39.27297742
19-01-2021 11:00,36.66401602
19-01-2021 12:00,37.93730082
19-01-2021 13:00,43.29114482
19-01-2021 14:00,35.12310033
19-01-2021 15:00,37.79039744
19-01-2021 16:00,42.95072748
19-01-2021 17:00,32.28255033
19-01-2021 18:00,27.19420332
19-01-2021 19:00,29.50578024
19-01-2021 20:00,31.7762009
19-01-2021 21:00,42.9446925
19-01-2021 22:00,30.01390411
19-01-2021 23:00,44.7523258
20-01-2021 00:00,26.54790763
20-01-2021 01:00,26.25298852
20-01-2021 02:00,22.76499947
20-01-2021 03:00,40.2066373
20-01-2021 04:00,30.61451408
20-01-2021 05:00,23.49479326
20-01-2021 06:00,36.59198434
20-01-2021 07:00,27.96050758
20-01-2021 08:00,30.03130355
20-01-2021 09:00,28.98378842
20-01-2021 10:00,44.16169616
20-01-2021 11:00,36.13074765
20-01-2021 12:00,30.63850959
20-01-2021 13:00,28.20127946
20-01-2021 14:00,21.68105183
20-01-2021 15:00,25.88016868
20-01-2021 16:00,22.7486157
20-01-2021 17:00,23.65951737
20-01-2021 18:00,21.04395813
20-01-2021 19:00,27.15746986
20-01-2021 20:00,43.84731016
20-01-2021 21:00,33.2152042
20-01-2021 22:00,35.38136878
20-01-2021 23:00,37.79509365
21-01-2021 00:00,31.91778319
21-01-2021 01:00,29.46426866
21-01-2021 02:00,26.50704439
21-01-2021 03:00,42.66473048
21-01-2021 04:00,38.88289651
21-01-2021 05:00,44.6965413
21-01-2021 06:00,44.27767064
21-01-2021 07:00,40.66962365
21-01-2021 08:00,39.80723824
21-01-2021 09:00,31.76481602
21-01-2021 10:00,38.11553806
21-01-2021 11:00,39.66102761
21-01-2021 12:00,21.34578285
21-01-2021 13:00,40.23838009
21-01-2021 14:00,20.03006057
21-01-2021 15:00,28.58364721
21-01-2021 16:00,33.08636369
21-01-2021 17:00,27.77555068
21-01-2021 18:00,29.29391019
21-01-2021 19:00,24.05215072
21-01-2021 20:00,44.36597686
21-01-2021 21:00,39.4270915
21-01-2021 22:00,29.89499433
21-01-2021 23:00,29.07814304
22-01-2021 00:00,21.92026588
22-01-2021 01:00,20.70588286
22-01-2021 02:00,24.72119892
22-01-2021 03:00,42.70983127
22-01-2021 04:00,42.31976622
22-01-2021 05:00,40.71146404
22-01-2021 06:00,21.96558928
22-01-2021 07:00,41.38079851
22-01-2021 08:00,34.7063414
22-01-2021 09:00,28.09126041
22-01-2021 10:00,30.50621864
22-01-2021 11:00,25.04564519
22-01-2021 12:00,35.42010903
22-01-2021 13:00,29.27338082
22-01-2021 14:00,23.76595621
22-01-2021 15:00,20.35355933
22-01-2021 16:00,36.08644034
22-01-2021 17:00,34.56023507
22-01-2021 18:00,20.44362595
22-01-2021 19:00,29.20243362
22-01-2021 20:00,36.42055995
22-01-2021 21:00,44.64216203
22-01-2021 22:00,42.91367247
22-01-2021 23:00,37.98030889
23-01-2021 00:00,33.64900883
23-01-2021 01:00,27.14070483
23-01-2021 02:00,33.67287075
23-01-2021 03:00,43.44119261
23-01-2021 04:00,37.42294011
23-01-2021 05:00,26.48013485
23-01-2021 06:00,24.70921892
23-01-2021 07:00,42.83393117
23-01-2021 08:00,22.6557716
23-01-2021 09:00,33.03750088
23-01-2021 10:00,35.14340054
23-01-2021 11:00,39.68299009
23-01-2021 12:00,31.31101622
23-01-2021 13:00,36.52381872
23-01-2021 14:00,24.74613424
23-01-2021 15:00,21.66543133
23-01-2021 16:00,25.35216132
23-01-2021 17:00,22.77322954
23-01-2021 18:00,20.65608676
23-01-2021 19:00,39.16869667
23-01-2021 20:00,34.68835601
23-01-2021 21:00,41.58600987
23-01-2021 22:00,30.99742172
23-01-2021 23:00,44.51660726
24-01-2021 00:00,26.40078733
24-01-2021 01:00,30.95119183
24-01-2021 02:00,37.59086077
24-01-2021 03:00,29.43559156
24-01-2021 04:00,41.90305677
24-01-2021 05:00,38.13551945
24-01-2021 06:00,36.28238534
24-01-2021 07:00,39.2348714
24-01-2021 08:00,36.32584306
24-01-2021 09:00,20.80613373
24-01-2021 10:00,29.23139373
24-01-2021 11:00,35.38348048
24-01-2021 12:00,32.36737517
24-01-2021 13:00,38.76308584
24-01-2021 14:00,24.003273
24-01-2021 15:00,24.60974563
24-01-2021 16:00,21.07530325
24-01-2021 17:00,36.86764633
24-01-2021 18:00,35.98018846
24-01-2021 19:00,35.11783088
24-01-2021 20:00,32.57812901
24-01-2021 21:00,24.45511042
24-01-2021 22:00,31.29855741
24-01-2021 23:00,37.77200578
25-01-2021 00:00,40.82849493
25-01-2021 01:00,34.14505377
25-01-2021 02:00,26.9451196
25-01-2021 03:00,34.11513265
25-01-2021 04:00,36.2874885
25-01-2021 05:00,43.33504346
25-01-2021 06:00,27.00308306
25-01-2021 07:00,35.19088481
25-01-2021 08:00,21.40304831
25-01-2021 09:00,30.67839559
25-01-2021 10:00,36.49680842
25-01-2021 11:00,34.42051199
25-01-2021 12:00,38.14741224
25-01-2021 13:00,26.46928334
25-01-2021 14:00,40.76561351
25-01-2021 15:00,40.90537372
25-01-2021 16:00,42.38124152
25-01-2021 17:00,36.19378159
25-01-2021 18:00,26.76899223
25-01-2021 19:00,41.60998618
25-01-2021 20:00,37.88243971
25-01-2021 21:00,26.085147
25-01-2021 22:00,37.47029845
25-01-2021 23:00,33.11196017
26-01-2021 00:00,22.66609541
26-01-2021 01:00,41.21774681
26-01-2021 02:00,38.24239752
26-01-2021 03:00,21.14709176
26-01-2021 04:00,24.82286597
26-01-2021 05:00,41.99665315
26-01-2021 06:00,40.44081246
26-01-2021 07:00,43.63195289
26-01-2021 08:00,32.24480964
26-01-2021 09:00,28.87292691
26-01-2021 10:00,37.72470452
26-01-2021 11:00,31.54184603
26-01-2021 12:00,35.73386541
26-01-2021 13:00,20.48156622
26-01-2021 14:00,21.75113432
26-01-2021 15:00,38.28760254
26-01-2021 16:00,42.9042449
26-01-2021 17:00,30.35656888
26-01-2021 18:00,43.61730887
26-01-2021 19:00,36.11793113
26-01-2021 20:00,28.53851513
26-01-2021 21:00,36.26290134
26-01-2021 22:00,30.45588543
26-01-2021 23:00,44.89563095
27-01-2021 00:00,20.1179979
27-01-2021 01:00,34.90629874
27-01-2021 02:00,42.98647463
27-01-2021 03:00,21.20015353
27-01-2021 04:00,20.50239011
27-01-2021 05:00,30.31437202
27-01-2021 06:00,38.25605548
27-01-2021 07:00,40.20133575
27-01-2021 08:00,43.99037317
27-01-2021 09:00,28.6424908
27-01-2021 10:00,23.85444673
27-01-2021 11:00,24.55359208
27-01-2021 12:00,33.56812235
27-01-2021 13:00,29.91833724
27-01-2021 14:00,23.27484553
27-01-2021 15:00,36.98720125
27-01-2021 16:00,32.62780781
27-01-2021 17:00,44.44842249
27-01-2021 18:00,22.94156332
27-01-2021 19:00,35.2565972
27-01-2021 20:00,25.80836093
27-01-2021 21:00,39.46747067
27-01-2021 22:00,34.4951486
27-01-2021 23:00,33.61603619
28-01-2021 00:00,34.43147763
28-01-2021 01:00,35.03599921
28-01-2021 02:00,33.54717866
28-01-2021 03:00,27.98429435
28-01-2021 04:00,20.94410253
28-01-2021 05:00,41.32047835
28-01-2021 06:00,35.87662695
28-01-2021 07:00,34.28764152
28-01-2021 08:00,27.96162957
28-01-2021 09:00,25.69497231
28-01-2021 10:00,34.59661724
28-01-2021 11:00,38.47603589
28-01-2021 12:00,44.18239641
28-01-2021 13:00,30.60854
28-01-2021 14:00,44.22884529
28-01-2021 15:00,31.35611263
28-01-2021 16:00,42.23723282
28-01-2021 17:00,44.4186644
28-01-2021 18:00,32.62307935
28-01-2021 19:00,35.33734369
28-01-2021 20:00,38.14444538
28-01-2021 21:00,39.77544801
28-01-2021 22:00,29.51943132
28-01-2021 23:00,41.23697686
29-01-2021 00:00,39.95780029
29-01-2021 01:00,39.96967061
29-01-2021 02:00,42.5659498
29-01-2021 03:00,39.80836855
29-01-2021 04:00,44.05018013
29-01-2021 05:00,21.7988282
29-01-2021 06:00,34.9381852
29-01-2021 07:00,44.44048694
29-01-2021 08:00,32.53607135
29-01-2021 09:00,26.75396955
29-01-2021 10:00,25.06739737
29-01-2021 11:00,37.3335057
29-01-2021 12:00,23.94843939
29-01-2021 13:00,41.34313102
29-01-2021 14:00,29.84154282
29-01-2021 15:00,29.01655895
29-01-2021 16:00,42.66230708
29-01-2021 17:00,21.080135
29-01-2021 18:00,35.63267425
29-01-2021 19:00,38.5257774
29-01-2021 20:00,24.37692421
29-01-2021 21:00,38.16736437
29-01-2021 22:00,37.12767127
29-01-2021 23:00,35.787834
30-01-2021 00:00,38.71437804
30-01-2021 01:00,25.0611828
30-01-2021 02:00,37.83887118
30-01-2021 03:00,33.14286934
30-01-2021 04:00,23.31570229
30-01-2021 05:00,25.99137177
30-01-2021 06:00,39.32651564
30-01-2021 07:00,24.91011619
30-01-2021 08:00,42.00021453
30-01-2021 09:00,22.48154295
30-01-2021 10:00,26.24600606
30-01-2021 11:00,42.76442119
30-01-2021 12:00,28.59137912
30-01-2021 13:00,41.01437475
30-01-2021 14:00,33.46267357
30-01-2021 15:00,40.25778353
30-01-2021 16:00,39.76055733
30-01-2021 17:00,39.59931004
30-01-2021 18:00,24.6105562
30-01-2021 19:00,31.5456597
30-01-2021 20:00,36.02537298
30-01-2021 21:00,44.73880923
30-01-2021 22:00,24.72047192
30-01-2021 23:00,34.31269896
31-01-2021 00:00,29.09024099
31-01-2021 01:00,37.76011028
31-01-2021 02:00,37.046568
31-01-2021 03:00,31.58039617
31-01-2021 04:00,21.71338574
31-01-2021 05:00,28.58678463
31-01-2021 06:00,38.33921208
31-01-2021 07:00,41.14921801
31-01-2021 08:00,34.81947606
31-01-2021 09:00,25.47263561
31-01-2021 10:00,38.70073865
31-01-2021 11:00,36.42812841
31-01-2021 12:00,40.77220272
31-01-2021 13:00,35.66968399
31-01-2021 14:00,30.71037597
31-01-2021 15:00,40.46279332
31-01-2021 16:00,32.14183832
31-01-2021 17:00,44.61503106
31-01-2021 18:00,39.86422249
31-01-2021 19:00,37.53324273
31-01-2021 20:00,37.79817529
31-01-2021 21:00,33.53160873
31-01-2021 22:00,20.29911842
31-01-2021 23:00,35.67247616
01-02-2021 00:00,43.47226184
01-02-2021 01:00,37.38207674
01-02-2021 02:00,22.45121486
01-02-2021 03:00,39.31959595
01-02-2021 04:00,33.16480927
01-02-2021 05:00,39.23601838
01-02-2021 06:00,31.29424437
01-02-2021 07:00,40.65784434
01-02-2021 08:00,28.25704445
01-02-2021 09:00,20.10721128
01-02-2021 10:00,32.6875617
01-02-2021 11:00,21.42103873
01-02-2021 12:00,24.54598755
01-02-2021 13:00,42.43917532
01-02-2021 14:00,34.56199031
01-02-2021 15:00,32.03754621
01-02-2021 16:00,41.86198688
01-02-2021 17:00,22.29103527
01-02-2021 18:00,21.8847609
01-02-2021 19:00,33.99813232
01-02-2021 20:00,41.15812673
01-02-2021 21:00,20.5008447
01-02-2021 22:00,40.55523885
01-02-2021 23:00,32.93608841
02-02-2021 00:00,20.53551638
02-02-2021 01:00,44.3916368
02-02-2021 02:00,30.30718987
02-02-2021 03:00,26.42067093
02-02-2021 04:00,25.70619903
02-02-2021 05:00,31.2813461
02-02-2021 06:00,26.15123442
02-02-2021 07:00,40.86277397
02-02-2021 08:00,38.16265615
02-02-2021 09:00,36.20562568
02-02-2021 10:00,31.18372468
02-02-2021 11:00,23.83887511
02-02-2021 12:00,31.79101814
02-02-2021 13:00,27.17431932
02-02-2021 14:00,31.57782208
02-02-2021 15:00,42.59972756
02-02-2021 16:00,30.00629304
02-02-2021 17:00,35.86065011
02-02-2021 18:00,21.11062154
02-02-2021 19:00,20.99448347
02-02-2021 20:00,26.86196789
02-02-2021 21:00,30.11802125
02-02-2021 22:00,28.24735328
02-02-2021 23:00,30.28022766
03-02-2021 00:00,27.4653708
03-02-2021 01:00,20.2238575
03-02-2021 02:00,36.65931112
03-02-2021 03:00,24.55789542
03-02-2021 04:00,26.5790325
03-02-2021 05:00,28.06336242
03-02-2021 06:00,24.77008719
03-02-2021 07:00,33.76188244
03-02-2021 08:00,34.59346569
03-02-2021 09:00,28.95918797
03-02-2021 10:00,33.61925164
03-02-2021 11:00,30.44058101
03-02-2021 12:00,44.57206878
03-02-2021 13:00,37.97640598
03-02-2021 14:00,22.1566791
03-02-2021 15:00,23.76853723
03-02-2021 16:00,29.75311198
03-02-2021 17:00,21.54218762
03-02-2021 18:00,22.5082643
03-02-2021 19:00,30.54744262
03-02-2021 20:00,28.73243466
03-02-2021 21:00,32.77844262
03-02-2021 22:00,34.26415822
03-02-2021 23:00,24.44260597
04-02-2021 00:00,38.60816207
04-02-2021 01:00,30.38405441
04-02-2021 02:00,28.96003251
04-02-2021 03:00,29.95623958
04-02-2021 04:00,28.20609835
04-02-2021 05:00,25.87221195
04-02-2021 06:00,38.6217511
