Datetime,District,ward,Temperature,Consumption,Total,Season,Ward2,Ward2_Temperature,Ward2_Consumption,Ward2_Total,Ward3,Ward3_Temperature,Ward3_Consumption,Ward3_Total,Ward4,Ward4_Temperature,Ward4_Consumption,Ward4_Total,Ward5,Ward5_Temperature,Ward5_Consumption,Ward5_Total,Ward6,Ward6_Temperature,Ward6_Consumption,Ward6_Total
06-02-2021,Shivmogga,Thirthahalli,32.46944383,206.9600279,208.7543306,Winter,Sagara,38.18566534,263.6086674,291.5422722,Shikaripura,26.92991151,204.0064498,292.3053076,soraba,24.08,129.14,139.09,hosanagara,25.71,106.33,112.34,bhadravathi,21.17,152.66,99.09432326
07-02-2021,Shivmogga,Thirthahalli,34.25380557,196.0557822,196.5099159,Winter,Sagara,31.89295511,127.1658632,166.1047586,Shikaripura,24.76398013,430.7756835,506.2658811,soraba,30.84,117.83,134.42,hosanagara,37.45,105.64,141.74,bhadravathi,37.38,173.2,95.77567782
08-02-2021,Shivmogga,Thirthahalli,32.38496694,217.9121098,220.199806,Winter,Sagara,32.10673029,223.0070162,288.2566005,Shikaripura,23.05603972,165.8978579,170.3238989,soraba,28.01,150.46,185.81,hosanagara,28.59,107.43,150.91,bhadravathi,33.26,111.88,96.91919094
09-02-2021,Shivmogga,Thirthahalli,32.65865361,203.1717994,207.5594557,Winter,Sagara,21.87098589,445.1118011,482.4864068,Shikaripura,40.49534747,454.0057573,511.6832035,soraba,40.28,167.97,205.21,hosanagara,23.67,175.38,216.24,bhadravathi,41.34,113.39,107.9146154
10-02-2021,Shivmogga,Thirthahalli,31.22991168,205.5742388,205.2598192,Winter,Sagara,41.08281966,335.241313,341.5637462,Shikaripura,44.24654478,467.2139089,546.2204645,soraba,24.15,189.34,220.07,hosanagara,39.04,131.48,155.25,bhadravathi,38.22,181.79,135.1017626
11-02-2021,Shivmogga,Thirthahalli,32.73879671,213.1264818,215.6478349,Winter,Sagara,32.91855241,482.5389881,554.7619279,Shikaripura,40.05629597,482.0948594,538.1596764,soraba,42.99,191.6,205.86,hosanagara,29.54,110.1,136.83,bhadravathi,42.29,192.97,67.75910429
12-02-2021,Shivmogga,Thirthahalli,32.71009267,203.9485486,204.8489377,Winter,Sagara,42.16310138,290.7752355,337.1953685,Shikaripura,26.63155724,152.8657384,228.8851644,soraba,20.98,165.79,205.94,hosanagara,27.63,176.95,203.33,bhadravathi,41.03,165.18,88.14902824
13-02-2021,Shivmogga,Thirthahalli,32.35792262,222.5512416,226.4220817,Winter,Sagara,41.11637989,221.8496555,273.6662878,Shikaripura,33.35519845,117.7925669,184.964368,soraba,40.39,109.59,137.42,hosanagara,27,123.45,169.69,bhadravathi,34.61,147.66,147.8069163
14-02-2021,Shivmogga,Thirthahalli,32.8214946,203.6072699,206.5127017,Winter,Sagara,22.9767261,147.44586,154.9372716,Shikaripura,24.310447,132.1295656,174.6391021,soraba,20.95,155.84,201.18,hosanagara,27.69,174.39,211.57,bhadravathi,42.62,162.92,147.5956033
15-02-2021,Shivmogga,Thirthahalli,31.98172961,199.8922739,200.6135792,Winter,Sagara,39.1435437,160.1164768,214.9005085,Shikaripura,31.81813674,312.5504722,368.4945271,soraba,32.58,112.22,127.32,hosanagara,36.99,147.7,163.11,bhadravathi,29.77,144.06,78.38415645
16-02-2021,Shivmogga,Thirthahalli,33.70796261,197.0916837,198.0421712,Winter,Sagara,42.52259474,395.988305,409.8299553,Shikaripura,41.12846705,349.6289065,373.1527019,soraba,27.02,187.28,212.89,hosanagara,36.3,127.45,157.06,bhadravathi,32.22,146.43,70.09699824
17-02-2021,Shivmogga,Thirthahalli,33.21879545,211.0602598,215.4590014,Winter,Sagara,33.4859572,120.8593077,159.2071741,Shikaripura,37.29231031,488.9742706,586.9937144,soraba,44.73,109.53,117.44,hosanagara,23.45,136.3,165.54,bhadravathi,39.8,192.49,105.1261138
18-02-2021,Shivmogga,Thirthahalli,33.14067779,205.6654924,205.8317442,Winter,Sagara,24.78725355,300.4292138,371.8863825,Shikaripura,43.60039184,406.7316282,484.0664606,soraba,39.44,194.94,235.58,hosanagara,38.1,151.06,170.28,bhadravathi,43.71,181.87,76.98090297
19-02-2021,Shivmogga,Thirthahalli,32.59815782,195.2719623,198.6688515,Winter,Sagara,26.8161146,311.5103586,375.8172662,Shikaripura,41.73527564,324.9025811,350.5428839,soraba,32.95,104.65,135.79,hosanagara,37.89,141.55,168.14,bhadravathi,21.87,154.13,93.98385115
20-02-2021,Shivmogga,Thirthahalli,31.05565887,206.0365311,209.7186714,Winter,Sagara,26.11273092,463.9103524,511.265793,Shikaripura,38.06131718,354.3317467,405.769896,soraba,25.48,128.71,174.65,hosanagara,26.59,144.72,162.98,bhadravathi,32.19,115.4,83.52963663
21-02-2021,Shivmogga,Thirthahalli,32.90907274,206.7477468,209.6193541,Winter,Sagara,24.29684994,194.6759015,266.2101263,Shikaripura,32.93955605,449.2637675,466.6090317,soraba,32.65,147,178.31,hosanagara,32.04,104.79,143.51,bhadravathi,36.82,169.37,107.4932088
22-02-2021,Shivmogga,Thirthahalli,32.83959328,204.9702241,209.1135368,Winter,Sagara,40.52802839,146.4189114,180.8676581,Shikaripura,36.92451566,129.5069087,149.7675796,soraba,24.22,181.14,193.99,hosanagara,30.02,168.68,217.4,bhadravathi,38.98,132.14,147.8084399
23-02-2021,Shivmogga,Thirthahalli,32.65247852,187.5928209,191.6439395,Winter,Sagara,21.30747287,100.6481306,118.8579567,Shikaripura,44.09993042,174.9216585,247.4514459,soraba,41.56,107.45,129.94,hosanagara,20.1,180.14,201.62,bhadravathi,42.78,183.78,114.4607837
24-02-2021,Shivmogga,Thirthahalli,31.6851174,219.2317214,221.9412307,Winter,Sagara,24.66068848,216.4004845,288.5047329,Shikaripura,35.008488,205.7852978,275.7531253,soraba,21.68,194.83,238.46,hosanagara,27.51,152.37,192.55,bhadravathi,26.21,174.46,138.3537978
25-02-2021,Shivmogga,Thirthahalli,33.5628993,205.8135979,207.855211,Winter,Sagara,23.36376287,491.6081933,585.8878889,Shikaripura,30.60622294,126.2383812,140.5546629,soraba,20.8,137.54,157.46,hosanagara,36.15,152.6,175.95,bhadravathi,37.35,157.52,115.5864148
26-02-2021,Shivmogga,Thirthahalli,31.51727568,205.772116,208.7643558,Winter,Sagara,32.43169185,265.0639797,343.6205955,Shikaripura,37.39108819,434.5185731,479.4918449,soraba,27.95,196.38,211.67,hosanagara,44.19,141.91,175.59,bhadravathi,33.13,198.15,135.9375225
27-02-2021,Shivmogga,Thirthahalli,33.91791286,204.9942432,206.9231927,Winter,Sagara,35.06177554,324.9454261,342.2385046,Shikaripura,25.86343913,244.4540382,259.7750127,soraba,27.09,142.34,188.43,hosanagara,38.28,143.79,191.78,bhadravathi,27.08,183.65,76.3787947
28-02-2021,Shivmogga,Thirthahalli,31.79038575,193.1499753,196.5603799,Winter,Sagara,33.32185637,159.6528095,191.3983474,Shikaripura,33.85466152,248.2833439,272.2624794,soraba,24.46,158.14,159.39,hosanagara,35.57,131.91,151.15,bhadravathi,25.26,152.31,92.24520768
01-03-2021,Shivmogga,Thirthahalli,29.7857661,203.4297094,205.9710997,Summer,Sagara,43.75945377,202.3440331,212.660896,Shikaripura,21.38605265,169.3511799,232.1813585,soraba,32.3,146,191.45,hosanagara,38.87,102.6,115.65,bhadravathi,26.76,138.42,324.6959728
02-03-2021,Shivmogga,Thirthahalli,34.96001702,199.1835568,203.8180353,Summer,Sagara,35.90332034,238.0711696,290.4347895,Shikaripura,29.28161108,263.8982032,284.2948925,soraba,31.97,132.76,181.76,hosanagara,31.89,112.28,143.57,bhadravathi,30.07,184.8,244.4601083
03-03-2021,Shivmogga,Thirthahalli,31.85377343,207.7048603,206.4562251,Summer,Sagara,42.47088673,174.7665739,235.032934,Shikaripura,28.13148076,363.8802203,382.6547996,soraba,23.71,195.87,207.63,hosanagara,33.17,109.1,151.33,bhadravathi,21.91,125.87,235.0430192
04-03-2021,Shivmogga,Thirthahalli,31.24147413,206.543313,209.0770618,Summer,Sagara,22.36083328,306.7171436,311.9617966,Shikaripura,24.15833563,488.239378,525.5086459,soraba,33.59,131.77,149.31,hosanagara,30.63,148.83,152.49,bhadravathi,36.23,165.2,294.3730215
05-03-2021,Shivmogga,Thirthahalli,32.0449379,204.4638448,206.1633954,Summer,Sagara,22.28854183,162.9629894,176.6441693,Shikaripura,43.90672362,183.6264971,224.9662927,soraba,25.55,192.93,217.49,hosanagara,22.61,164.3,208.67,bhadravathi,27.56,105.15,279.9707187
06-03-2021,Shivmogga,Thirthahalli,33.17864278,208.7926621,213.1300496,Summer,Sagara,35.33522624,470.6913605,515.9774342,Shikaripura,27.82775111,226.3271519,263.3738537,soraba,43.07,113.97,123.03,hosanagara,39.59,130.47,151.45,bhadravathi,42.55,185.68,310.0768309
07-03-2021,Shivmogga,Thirthahalli,33.67028787,194.8302473,195.2344709,Summer,Sagara,42.06315649,207.244005,238.3980865,Shikaripura,32.16490262,363.9900606,430.4939906,soraba,26.76,182.58,207.73,hosanagara,40.94,102.31,147.1,bhadravathi,39.16,129.24,298.8899519
08-03-2021,Shivmogga,Thirthahalli,33.10736537,212.1960251,215.6690009,Summer,Sagara,21.96174347,217.2703443,294.6213257,Shikaripura,35.5552335,198.7446987,226.3882714,soraba,27.49,197.24,233.52,hosanagara,20.16,124.32,161.11,bhadravathi,29.38,114.37,228.2534438
09-03-2021,Shivmogga,Thirthahalli,33.58326524,209.6202419,210.279794,Summer,Sagara,29.39954965,161.8530147,181.0454633,Shikaripura,37.84259191,212.6583752,214.8070699,soraba,22.34,172.47,207.55,hosanagara,42.48,193.22,235.73,bhadravathi,32.49,118.06,292.7826868
10-03-2021,Shivmogga,Thirthahalli,36.20008133,219.1132681,221.6329663,Summer,Sagara,41.73887368,157.0486726,240.0914396,Shikaripura,40.75882319,207.3709288,274.9049754,soraba,30.56,122.42,132.96,hosanagara,41.6,168,200.26,bhadravathi,41.29,119.23,248.651749
11-03-2021,Shivmogga,Thirthahalli,31.54409132,217.4162716,219.6356095,Summer,Sagara,20.80232808,454.7233279,547.6606301,Shikaripura,28.63479306,453.0060504,482.7301428,soraba,27.13,152.88,183.34,hosanagara,33.17,181.78,189.48,bhadravathi,21.79,104.76,352.0758899
12-03-2021,Shivmogga,Thirthahalli,31.59267552,204.5735612,209.4296879,Summer,Sagara,25.41788066,385.5238567,472.8283692,Shikaripura,30.15267339,104.9318101,167.2850944,soraba,29.88,158.61,171.3,hosanagara,44.48,143.19,173.84,bhadravathi,23.69,151.34,235.3329187
13-03-2021,Shivmogga,Thirthahalli,33.79655312,193.8751015,194.724741,Summer,Sagara,21.99928864,386.2952681,473.183402,Shikaripura,23.26756263,135.8019554,213.894451,soraba,23.27,154.74,180.94,hosanagara,42.03,180.72,217.72,bhadravathi,28.93,186.54,359.7976587
14-03-2021,Shivmogga,Thirthahalli,34.16963533,211.5977049,215.232796,Summer,Sagara,44.02046525,331.4799204,362.4147615,Shikaripura,22.81240676,424.2712182,427.1363084,soraba,29.85,171.65,197.9,hosanagara,33.11,121.77,170.83,bhadravathi,20.97,153.35,271.6247919
15-03-2021,Shivmogga,Thirthahalli,33.42716286,190.8905873,193.6524851,Summer,Sagara,26.04175087,370.3036167,399.5323388,Shikaripura,36.00284067,336.3360343,371.2313154,soraba,23.6,104.95,125.54,hosanagara,20.04,154.19,192.93,bhadravathi,40.44,145,233.7861621
16-03-2021,Shivmogga,Thirthahalli,33.0600519,200.5137458,200.1447757,Summer,Sagara,31.7247735,459.790974,479.8618804,Shikaripura,41.69249436,288.2585449,363.2280541,soraba,34.75,114.13,125.34,hosanagara,36.31,143.54,163.22,bhadravathi,28.74,192.19,353.4320413
17-03-2021,Shivmogga,Thirthahalli,32.04631062,202.7951429,203.823675,Summer,Sagara,24.55494669,393.0826785,489.6783945,Shikaripura,21.73333504,217.7036476,310.1371751,soraba,40.75,194.96,236.23,hosanagara,28.59,187.69,211.4,bhadravathi,44.35,192.06,318.841977
18-03-2021,Shivmogga,Thirthahalli,32.09329721,207.8247758,209.0829818,Summer,Sagara,44.2053169,477.501475,547.4687495,Shikaripura,24.39812943,226.6897609,239.4304225,soraba,33.03,146.55,148.02,hosanagara,32.03,127.63,138.05,bhadravathi,37.23,135.41,272.0624583
19-03-2021,Shivmogga,Thirthahalli,33.2805578,194.1825673,195.0766102,Summer,Sagara,33.89373707,344.9714504,442.5638435,Shikaripura,26.3025982,363.576436,402.7946911,soraba,40.91,108.11,111.51,hosanagara,22.99,166.8,199.52,bhadravathi,27,155.48,348.9520735
20-03-2021,Shivmogga,Thirthahalli,30.63740309,207.8086422,209.0386124,Summer,Sagara,26.27171713,254.3477879,287.4437748,Shikaripura,25.65687143,343.8160701,353.4371767,soraba,38.17,117.59,118.94,hosanagara,31.87,169.68,188.05,bhadravathi,29.72,158.78,289.3292382
21-03-2021,Shivmogga,Thirthahalli,32.00186177,202.4974116,207.3898082,Summer,Sagara,44.29666304,106.8384963,122.8751844,Shikaripura,37.08975221,244.7620555,263.5880946,soraba,27.76,168.07,188.1,hosanagara,30.54,186.36,200.18,bhadravathi,36.85,142.1,290.426669
22-03-2021,Shivmogga,Thirthahalli,32.73682232,214.9496319,216.6568608,Summer,Sagara,26.89773542,481.7229368,492.0713263,Shikaripura,26.20728848,276.1755582,288.2760747,soraba,36.09,151.17,184.47,hosanagara,34.34,128,162.3,bhadravathi,44.07,169.75,357.1623133
23-03-2021,Shivmogga,Thirthahalli,31.5409017,208.2498556,209.4629865,Summer,Sagara,22.0711759,447.6909728,458.0463067,Shikaripura,26.16684506,278.5091516,300.5776242,soraba,34.93,184.23,224.39,hosanagara,26.7,165.82,184.49,bhadravathi,32.87,126.13,314.7731275
24-03-2021,Shivmogga,Thirthahalli,31.3705941,191.1671495,194.2665632,Summer,Sagara,27.44931052,351.2961314,431.6059814,Shikaripura,39.67310741,164.8035304,192.2755936,soraba,21.51,190.14,191.72,hosanagara,36.23,173.08,175.55,bhadravathi,24.42,122.92,327.5187125
25-03-2021,Shivmogga,Thirthahalli,33.95388096,189.6646139,190.6754895,Summer,Sagara,25.99624975,362.3206079,413.1986522,Shikaripura,31.47037415,237.6977004,249.9943517,soraba,36.82,184.61,196.66,hosanagara,32.7,150.94,196.9,bhadravathi,41.73,162.99,235.3572248
26-03-2021,Shivmogga,Thirthahalli,33.02056376,184.3539339,187.5803631,Summer,Sagara,37.38788325,106.2684603,194.4358821,Shikaripura,41.9425236,421.8835139,509.850524,soraba,20.16,139.59,181.66,hosanagara,41.98,193.21,231.45,bhadravathi,42.89,144.57,371.8904155
27-03-2021,Shivmogga,Thirthahalli,33.97473095,203.3220184,205.762952,Summer,Sagara,43.31675644,196.9660852,224.2028927,Shikaripura,39.26922174,466.6473011,496.059424,soraba,38.78,194.87,243.67,hosanagara,21.25,140.28,155.11,bhadravathi,43.53,134.72,338.4547955
28-03-2021,Shivmogga,Thirthahalli,33.91322776,207.3988036,209.9036901,Summer,Sagara,38.35537359,449.9645128,536.8946905,Shikaripura,31.71207476,270.4536648,361.9942002,soraba,21.22,186.01,195.02,hosanagara,21.49,178.32,185.64,bhadravathi,20.31,138.57,270.0881735
29-03-2021,Shivmogga,Thirthahalli,32.14448814,206.5625524,208.2719469,Summer,Sagara,26.76493645,227.5461324,293.939959,Shikaripura,44.67408105,129.1196438,198.4537081,soraba,20.07,110.08,141.85,hosanagara,26.46,179.79,196.53,bhadravathi,35.61,140.42,331.9699157
30-03-2021,Shivmogga,Thirthahalli,31.37794824,197.9651295,196.7025905,Summer,Sagara,31.02970929,372.7418674,466.4871603,Shikaripura,22.57164559,333.4685707,382.8717977,soraba,32.33,175.85,209.1,hosanagara,26.01,152.07,175.76,bhadravathi,22.43,139.38,292.2153826
31-03-2021,Shivmogga,Thirthahalli,32.50826018,203.4097328,206.209755,Summer,Sagara,36.78896202,140.4621399,194.6635752,Shikaripura,27.5612468,288.0843312,290.2464619,soraba,42.18,197.83,243.61,hosanagara,42.54,117.08,160.86,bhadravathi,41.83,185.27,382.3246025
01-04-2021,Shivmogga,Thirthahalli,33.87286864,222.0137438,221.4314297,Summer,Sagara,41.33644783,304.191401,348.3740195,Shikaripura,25.89095194,147.1021029,196.6795292,soraba,24.68,143.95,176.44,hosanagara,28.42,126.14,130.15,bhadravathi,39.9,111.65,305.0718711
02-04-2021,Shivmogga,Thirthahalli,35.59156782,220.7433804,219.3498221,Summer,Sagara,32.06873908,184.2767081,188.7829794,Shikaripura,32.61305475,230.1921895,247.5387855,soraba,37.93,154.16,178.79,hosanagara,24.62,198.32,199.37,bhadravathi,24.87,109.99,371.5123163
03-04-2021,Shivmogga,Thirthahalli,36.78768524,200.4652515,202.8386887,Summer,Sagara,30.37724583,316.1509592,411.4192299,Shikaripura,40.87367304,388.1225068,455.0762385,soraba,36.99,150.91,157.9,hosanagara,33.77,104.24,123.59,bhadravathi,23.27,131.51,356.343237
